Species,Population,Year,Altitude
S,0,2051,1625
S,0,2051,1675
S,0,2051,1725
S,0,2051,1775
S,0,2051,1825
S,0,2051,1875
S,0,2051,1925
S,0,2051,1975
S,0,2052,225
S,1,2052,275
S,209,2052,325
S,79,2052,375
S,42,2052,425
S,761,2052,475
S,4712,2052,525
S,1619,2052,575
S,1748,2052,625
S,40,2052,675
S,34,2052,725
S,281,2052,775
S,244,2052,825
S,15,2052,875
S,535,2052,925
S,518,2052,975
S,37,2052,1025
S,59,2052,1075
S,19,2052,1125
S,155,2052,1175
S,51,2052,1225
S,5,2052,1275
S,4,2052,1325
S,0,2052,1375
S,0,2052,1425
S,69,2052,1475
S,62,2052,1525
S,0,2052,1575
S,0,2052,1625
S,0,2052,1675
S,0,2052,1725
S,0,2052,1775
S,0,2052,1825
S,0,2052,1875
S,0,2052,1925
S,0,2052,1975
S,0,2053,225
S,0,2053,275
S,201,2053,325
S,69,2053,375
S,45,2053,425
S,746,2053,475
S,4721,2053,525
S,1642,2053,575
S,1755,2053,625
S,42,2053,675
S,39,2053,725
S,286,2053,775
S,251,2053,825
S,16,2053,875
S,550,2053,925
S,516,2053,975
S,33,2053,1025
S,57,2053,1075
S,19,2053,1125
S,159,2053,1175
S,49,2053,1225
S,5,2053,1275
S,4,2053,1325
S,0,2053,1375
S,0,2053,1425
S,73,2053,1475
S,63,2053,1525
S,0,2053,1575
S,0,2053,1625
S,0,2053,1675
S,0,2053,1725
S,0,2053,1775
S,0,2053,1825
S,0,2053,1875
S,0,2053,1925
S,0,2053,1975
S,0,2054,225
S,1,2054,275
S,192,2054,325
S,62,2054,375
S,46,2054,425
S,722,2054,475
S,4714,2054,525
S,1641,2054,575
S,1789,2054,625
S,48,2054,675
S,47,2054,725
S,287,2054,775
S,244,2054,825
S,17,2054,875
S,544,2054,925
S,513,2054,975
S,31,2054,1025
S,62,2054,1075
S,20,2054,1125
S,154,2054,1175
S,52,2054,1225
S,7,2054,1275
S,3,2054,1325
S,0,2054,1375
S,0,2054,1425
S,66,2054,1475
S,56,2054,1525
S,0,2054,1575
S,0,2054,1625
S,0,2054,1675
S,0,2054,1725
S,0,2054,1775
