S_148kg,S_750kg,S_1250kg,Su_260kg,Su_473kg,N_0p0014137kg,N_0p567kg,N_6kg,N_148kg,N_260kg,N_473kg,N_750kg,N_1250kg,Sns,B,TimeStep
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,54
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55
0,0,667,0,0,0,0,0,0,0,0,0,0,1,1,55
0,0,561,0,0,0,0,0,1,0,0,0,0,1,0,55
0,708,0,4,0,0,0,0,1,0,0,0,0,2,0,55
0,0,0,5,0,0,0,1,0,0,0,0,0,3,1,55
0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,55
81,0,0,9,1,0,0,2,0,0,0,0,0,18,4,55
464,158,54,12,5,0,1,0,2,0,1,0,0,30,1,55
197,312,110,10,0,0,0,1,0,0,0,0,0,5,1,55
69,0,0,2,0,0,0,2,2,0,0,0,0,6,0,55
155,131,24,2,1,0,0,0,1,0,0,0,0,0,0,55
2,74,0,2,1,0,0,2,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55
43,142,0,0,2,0,0,1,0,0,0,0,0,0,1,55
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,55
0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,55
0,0,0,0,1,0,1,6,4,0,0,0,0,0,0,55
0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,55
75,0,0,0,1,0,0,2,0,0,0,0,0,0,1,55
0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,55
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55
0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,55
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,55
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,666,0,0,0,0,0,1,0,0,0,0,1,0,56
0,0,556,0,0,0,1,0,0,0,0,0,0,2,2,56
0,705,0,0,2,0,1,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,56
0,0,0,3,0,0,0,2,0,1,0,0,0,12,0,56
78,0,0,11,3,0,0,0,0,0,0,0,0,18,2,56
456,155,64,16,4,0,0,0,0,0,0,0,0,33,2,56
206,319,112,14,2,0,0,1,1,0,0,0,0,8,0,56
76,0,0,4,0,0,0,2,0,0,0,0,0,7,2,56
157,135,25,5,4,0,0,1,1,0,0,0,0,2,0,56
2,71,0,0,2,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,56
49,151,0,2,1,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,56
0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,56
0,0,0,0,3,0,1,8,3,0,0,0,0,0,0,56
0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,56
74,0,0,0,0,0,0,4,0,0,0,0,0,0,0,56
0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,56
0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,56
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57
0,0,661,0,0,0,0,0,0,0,0,0,0,3,0,57
0,0,555,0,0,0,0,0,2,0,0,0,0,1,0,57
0,709,0,2,0,0,0,0,0,0,0,0,0,1,1,57
0,0,0,2,0,0,0,0,0,1,0,0,0,8,2,57
0,0,0,2,3,0,0,0,0,0,0,0,0,12,2,57
80,0,0,7,2,0,0,0,0,1,0,0,0,14,3,57
466,152,55,15,1,0,1,0,1,0,0,0,0,39,2,57
194,316,112,4,3,0,0,0,0,0,0,0,0,5,2,57
73,0,0,7,2,0,0,1,3,0,0,0,0,4,1,57
159,130,33,3,4,0,0,2,0,0,0,0,0,2,1,57
9,72,0,1,3,0,1,1,1,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57
41,139,0,2,2,0,0,0,2,0,0,0,0,2,1,57
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,57
0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,57
0,0,0,1,4,0,2,6,4,0,0,0,0,0,0,57
0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,57
75,0,0,0,1,0,1,2,2,0,0,0,0,0,0,57
0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,57
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57
387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,661,0,0,0,1,0,0,0,0,0,0,0,0,58
0,0,557,0,0,0,0,0,1,0,0,0,0,4,0,58
0,709,0,2,0,0,0,0,0,0,0,0,0,4,0,58
0,0,0,3,1,0,0,0,1,0,0,0,0,5,1,58
0,0,0,7,1,0,0,0,0,1,0,0,0,6,3,58
77,0,0,16,4,0,0,0,2,1,0,0,0,26,2,58
470,154,57,18,1,0,0,0,0,0,0,0,0,31,0,58
193,312,101,6,1,0,0,1,0,0,0,0,0,10,0,58
78,0,0,2,2,0,0,1,2,0,0,0,0,5,0,58
168,138,31,1,1,0,0,0,0,0,0,0,0,0,0,58
5,73,0,3,2,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
45,147,0,1,1,0,0,0,1,0,0,0,0,2,0,58
0,0,0,1,1,0,0,1,4,0,0,0,0,0,2,58
0,0,0,1,1,0,0,6,3,0,0,0,0,0,1,58
0,0,0,1,4,0,0,9,7,0,0,0,0,0,1,58
0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,58
74,0,0,0,0,0,0,4,1,0,0,0,0,0,0,58
0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,58
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
441,0,0,2,0,0,0,1,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59
0,0,667,0,0,0,0,0,1,0,0,0,0,1,0,59
0,0,559,0,0,0,1,0,0,0,0,0,0,1,0,59
0,711,0,1,0,0,0,1,0,0,0,0,0,0,0,59
0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,59
0,0,0,2,0,0,0,0,1,0,0,0,0,5,1,59
79,0,0,4,6,0,0,0,0,0,0,0,0,23,2,59
469,156,55,15,2,0,0,0,0,0,0,0,0,29,3,59
202,316,105,4,1,0,0,1,0,0,0,0,0,3,1,59
69,0,0,4,2,0,0,1,0,0,0,0,0,9,1,59
173,127,31,6,6,0,0,2,1,0,0,0,0,1,0,59
7,71,0,0,0,0,1,0,1,0,0,0,0,0,1,59
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59
45,147,0,2,2,0,0,0,0,0,0,0,0,0,0,59
0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,59
0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,59
0,0,0,1,3,0,0,4,4,0,0,0,0,0,0,59
0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,59
78,0,0,0,0,0,0,4,1,0,0,0,0,0,0,59
0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,59
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,59
0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59
35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59
11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59
0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
0,0,663,0,0,0,0,0,0,0,0,0,0,1,0,60
0,0,556,0,0,0,0,0,0,0,0,0,0,2,0,60
0,700,0,2,1,0,0,0,0,0,0,0,1,2,2,60
0,0,0,7,1,0,0,0,0,0,0,0,0,8,0,60
0,0,0,7,0,0,0,0,1,0,0,0,0,8,1,60
83,0,0,10,0,0,0,0,0,0,0,0,0,12,0,60
489,153,52,17,2,0,0,0,0,0,0,0,0,32,3,60
196,306,102,7,1,0,0,1,0,0,0,0,0,3,0,60
76,0,0,8,0,0,0,0,4,0,0,0,0,6,2,60
169,131,27,2,3,0,0,0,1,0,0,0,0,0,0,60
3,74,0,0,0,0,1,0,2,0,0,0,0,0,1,60
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
44,149,0,1,3,0,0,0,1,0,0,0,0,0,0,60
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60
0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,60
0,0,0,1,6,0,0,9,3,0,0,0,0,0,0,60
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,60
74,0,0,0,0,0,0,4,1,0,0,0,0,0,1,60
0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,60
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,61
0,0,662,0,0,0,0,0,0,0,0,0,0,0,1,61
0,0,556,0,0,0,1,0,0,0,0,0,0,2,0,61
0,719,0,2,2,0,0,0,0,0,0,0,0,0,0,61
0,0,0,2,0,0,0,0,1,0,0,0,0,4,4,61
0,0,0,2,0,0,0,0,0,0,0,0,0,6,4,61
75,0,0,10,3,0,0,0,1,0,0,0,0,19,2,61
493,156,53,15,3,0,0,0,0,0,0,0,0,39,1,61
197,308,114,9,0,0,0,1,0,0,0,0,0,10,2,61
80,0,0,4,1,0,1,1,2,0,0,0,0,3,0,61
167,128,42,4,5,0,0,3,0,0,0,0,0,0,2,61
8,73,0,0,5,0,0,0,0,0,0,0,0,0,1,61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
42,148,0,1,0,0,0,2,0,0,0,0,0,1,0,61
0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,61
0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,61
0,0,0,1,4,0,1,5,6,0,0,0,0,0,0,61
0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,61
72,0,0,0,0,0,0,5,1,0,0,0,0,0,0,61
0,0,0,3,0,0,0,12,2,0,0,0,0,0,0,61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61
4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,666,0,0,0,0,0,0,0,0,0,0,1,0,62
0,0,560,2,0,0,1,0,0,0,0,0,0,1,0,62
0,708,0,0,1,0,0,0,0,0,0,0,0,2,1,62
0,0,0,3,0,0,0,0,2,0,0,0,0,8,1,62
0,0,0,5,1,0,0,3,0,0,0,0,0,14,1,62
84,0,0,9,2,0,0,0,0,0,0,0,0,18,2,62
490,165,56,16,1,0,0,1,0,0,0,0,0,22,0,62
199,318,101,4,1,0,0,1,0,0,0,0,0,5,1,62
77,0,0,3,1,0,0,3,1,0,0,0,0,11,1,62
168,123,27,2,6,0,0,0,0,0,0,0,0,0,0,62
4,71,0,0,1,0,2,1,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62
47,146,0,2,0,0,0,0,0,0,0,0,0,0,1,62
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62
0,0,0,0,1,0,0,5,2,0,0,0,0,0,1,62
0,0,0,0,2,0,2,6,1,0,0,0,0,0,1,62
0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,62
74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,62
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,62
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62
9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,62
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,62
422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,63
0,0,660,0,0,0,1,0,0,0,0,0,0,0,0,63
0,0,564,0,0,0,0,0,1,0,0,0,0,2,2,63
0,707,0,2,0,0,1,0,0,0,0,0,0,3,0,63
0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,63
0,0,0,1,1,0,0,1,0,0,0,0,0,7,2,63
76,0,0,9,2,0,0,1,0,1,0,0,0,19,2,63
494,159,55,8,7,0,0,0,0,0,0,0,0,35,3,63
196,315,110,5,0,0,0,1,0,0,0,0,0,5,0,63
87,0,0,2,1,0,0,0,0,0,0,0,0,5,1,63
182,140,26,5,7,0,0,0,0,0,0,0,0,2,0,63
7,72,0,2,4,0,0,0,0,0,0,0,0,0,1,63
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,63
43,146,0,1,1,0,0,0,0,0,0,0,0,1,0,63
0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,63
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,63
0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,63
0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,63
72,0,0,0,0,0,1,3,2,0,0,0,0,0,0,63
0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,63
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,663,0,0,0,1,0,0,0,0,0,0,1,0,64
0,0,554,0,0,0,0,2,0,0,0,0,0,2,0,64
0,710,0,1,0,0,1,0,0,0,0,0,0,0,0,64
0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,64
0,0,0,8,0,0,0,0,0,0,0,0,0,11,1,64
77,0,0,7,6,0,0,0,0,2,0,0,0,22,3,64
493,158,58,20,0,0,1,0,2,0,0,0,0,32,3,64
192,311,106,9,3,0,1,0,0,0,0,0,0,7,2,64
88,0,0,3,0,0,0,1,0,0,0,0,0,3,2,64
184,135,26,1,1,0,0,1,1,0,0,0,0,1,0,64
6,72,0,2,0,0,0,1,2,0,0,0,0,0,0,64
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64
45,152,0,0,1,0,0,1,0,0,0,0,0,2,0,64
0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,64
0,0,0,0,1,0,0,6,2,0,0,0,0,1,0,64
0,0,0,0,5,0,1,7,5,0,0,0,0,0,1,64
0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,64
78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,64
0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,64
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0,0,664,0,0,0,0,0,2,0,0,0,0,2,0,65
0,0,560,0,0,0,0,0,1,0,0,0,0,0,0,65
0,716,0,1,0,0,0,0,0,0,0,0,1,0,0,65
0,0,0,3,1,0,0,0,0,0,0,0,0,5,1,65
0,0,0,3,0,0,0,1,0,0,0,0,0,9,0,65
80,0,0,15,4,0,0,0,0,0,0,0,0,23,2,65
505,156,55,9,4,0,0,0,1,0,1,0,0,35,3,65
201,309,109,6,1,0,0,0,1,0,0,0,0,6,2,65
82,0,0,1,0,0,0,2,1,0,0,0,0,7,1,65
176,131,30,1,1,0,0,0,0,0,0,0,0,1,0,65
6,71,0,2,3,0,1,0,0,0,0,0,0,1,0,65
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
45,149,0,1,1,0,0,0,1,0,0,0,0,0,0,65
0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,65
0,0,0,1,2,0,0,5,3,0,0,0,0,0,0,65
0,0,0,2,7,0,0,3,5,0,0,0,0,0,0,65
0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,65
74,0,0,0,1,0,0,7,2,0,0,0,0,0,0,65
