S_148kg,S_750kg,S_1250kg,Su_260kg,Su_473kg,N_0p0014137kg,N_0p567kg,N_6kg,N_148kg,N_260kg,N_473kg,N_750kg,N_1250kg,Sns,B,TimeStep
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1
0,0,0,6,2,0,0,1,0,0,0,0,1,1,2,1
0,0,0,4,1,0,0,0,1,1,0,0,0,5,3,1
0,0,0,9,1,0,1,0,0,2,0,0,0,7,3,1
0,0,0,78,6,0,0,1,2,1,0,0,0,16,5,1
210,0,0,219,19,0,0,0,0,0,1,0,0,27,5,1
23,0,0,729,8,0,0,3,0,0,0,0,0,5,4,1
105,0,0,6,2,0,0,6,1,0,0,0,0,6,3,1
0,0,0,13,6,0,0,1,0,0,0,0,0,1,2,1
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1
0,0,0,1,1,0,0,8,5,0,0,0,0,0,0,1
0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1
0,0,0,5,0,0,0,6,3,0,0,0,0,0,0,1
0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,0,64,0,0,0,0,1,0,0,0,0,2,0,2
0,0,0,17,0,0,0,1,0,0,0,0,0,2,2,2
0,0,0,24,5,0,1,0,1,0,0,0,0,2,1,2
0,0,0,11,3,0,0,1,1,0,0,0,0,6,3,2
0,0,0,8,2,0,0,1,0,1,0,0,0,7,8,2
0,0,0,66,10,0,0,0,0,6,0,0,0,19,8,2
205,0,0,41,11,0,0,1,4,0,0,0,0,35,2,2
21,1,0,576,24,0,0,3,1,0,0,0,0,7,3,2
98,0,0,195,0,0,1,2,5,0,0,0,0,7,2,2
0,0,0,28,6,0,0,4,3,0,0,0,0,0,2,2
0,0,0,5,2,0,0,2,1,0,0,0,0,0,0,2
0,0,0,15,0,0,0,5,2,0,0,0,0,0,5,2
0,0,0,5,2,0,0,7,3,0,0,0,0,0,1,2
0,0,0,1,2,0,2,24,10,0,0,0,0,0,1,2
0,0,0,1,1,0,1,48,32,0,0,0,0,0,1,2
0,0,0,2,8,0,3,65,42,0,0,0,0,0,4,2
0,0,0,0,3,0,1,29,15,0,0,0,0,0,0,2
0,0,0,0,2,0,0,35,14,0,0,0,0,0,0,2
0,0,0,1,0,1,1,66,26,0,0,0,0,0,1,2
0,0,0,1,2,0,0,15,8,0,0,0,0,0,0,2
0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,2
0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,2
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,2
0,0,0,19,0,0,0,3,2,0,0,0,0,0,0,2
0,0,0,10,0,0,0,3,1,0,0,0,0,0,0,2
0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,3
0,0,0,3,1,0,0,0,0,0,0,0,0,9,4,3
0,0,0,11,4,0,0,1,0,1,0,0,0,24,1,3
226,127,0,21,4,0,1,1,0,0,0,0,0,38,0,3
30,257,0,6,0,0,0,1,0,0,0,0,0,7,1,3
113,0,0,6,3,0,0,2,0,0,0,0,0,6,1,3
0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,3
0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,3
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,3
0,0,0,0,7,0,1,6,7,0,0,0,0,0,0,3
0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3
0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,4
0,0,0,4,1,0,0,2,1,0,0,0,0,11,2,4
0,0,0,9,1,0,0,1,0,0,0,0,0,20,1,4
232,128,0,18,1,0,0,0,1,0,0,0,0,34,1,4
24,253,0,6,0,0,1,2,0,0,0,0,0,8,1,4
112,0,0,7,1,0,1,0,3,0,0,0,0,5,1,4
0,3,0,1,2,0,0,0,0,0,0,0,0,1,1,4
0,2,0,2,3,0,1,0,1,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,4
0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,4
0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,4
0,0,0,0,5,0,1,6,1,0,0,0,0,0,0,4
0,0,0,0,1,0,0,4,2,0,0,0,0,0,1,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4
0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5
0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,5
0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,5
0,0,0,3,0,0,1,0,0,1,0,0,0,9,1,5
0,0,0,13,3,0,0,0,0,0,0,0,0,28,3,5
251,143,0,19,2,0,0,0,2,0,0,0,0,18,3,5
27,285,0,6,0,0,0,0,0,0,0,0,0,6,2,5
115,0,0,5,1,0,0,0,0,0,0,0,0,5,0,5
0,136,0,1,5,0,0,1,0,0,0,0,0,1,0,5
0,72,0,1,2,0,0,1,0,0,0,0,0,1,0,5
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,5
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5
0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,5
0,0,0,1,4,0,0,9,4,0,0,0,0,0,0,5
0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5
0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,5
0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,5
0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,6
0,0,12,1,0,0,0,0,1,0,0,0,0,2,1,6
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6
0,0,0,5,1,0,0,0,0,0,0,0,0,6,3,6
0,0,0,3,0,0,0,1,0,0,0,0,0,12,1,6
0,0,0,11,1,0,0,0,0,0,0,0,0,18,0,6
247,143,1,16,2,0,0,1,2,0,0,0,0,31,4,6
36,286,2,9,1,0,0,1,0,0,0,0,0,5,2,6
128,0,0,6,0,0,0,1,0,0,0,0,0,12,2,6
0,128,0,3,3,0,0,1,1,0,0,0,0,0,1,6
0,75,0,1,2,0,1,1,1,0,0,0,0,0,1,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6
0,0,0,0,1,0,0,4,5,1,0,0,0,0,0,6
0,0,0,2,1,0,1,4,2,0,0,0,0,0,0,6
0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,6
0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6
0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,6
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,6
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,535,0,0,0,1,0,0,0,0,0,0,1,0,7
0,0,450,1,0,0,0,0,1,0,0,0,0,1,1,7
0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,7
0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7
0,0,0,7,1,0,0,0,0,3,0,0,0,20,3,7
344,157,42,17,2,0,1,0,1,0,0,0,0,36,2,7
34,321,89,7,1,0,0,1,0,0,0,0,0,5,2,7
124,0,0,5,1,0,0,1,2,0,0,0,0,8,1,7
0,146,22,11,3,0,0,3,0,0,0,0,0,0,0,7
0,77,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,7
0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7
0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,7
0,0,0,0,2,0,2,6,7,0,0,0,0,0,1,7
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,7
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7
0,0,0,1,0,0,1,8,2,0,0,0,0,0,0,7
0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,532,0,0,0,1,0,0,0,0,0,0,0,0,8
0,0,451,1,0,0,0,1,0,0,0,0,0,3,0,8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
0,0,0,2,1,0,0,0,1,0,0,0,0,5,2,8
0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,8
0,0,0,8,3,0,0,1,0,0,0,0,0,21,1,8
345,157,42,8,3,0,0,0,0,0,1,0,0,35,0,8
39,321,85,6,2,0,0,0,1,0,0,0,0,5,0,8
124,0,0,7,0,0,0,1,1,0,0,0,0,7,1,8
0,143,25,1,4,0,0,3,3,0,0,0,0,1,1,8
0,84,0,0,0,0,0,1,1,0,0,0,0,0,0,8
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,8
0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,8
0,0,0,0,1,0,0,7,2,0,0,0,0,1,1,8
0,0,0,1,4,0,0,6,4,0,0,0,0,0,0,8
0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,8
0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,8
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
514,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,597,0,0,0,0,0,0,0,0,0,0,1,0,9
0,0,504,2,0,0,0,0,0,0,0,0,0,1,1,9
0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,9
0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9
0,0,0,1,1,0,0,0,0,0,0,0,0,14,1,9
0,0,0,5,5,0,0,1,0,0,0,0,0,15,0,9
369,171,50,11,3,0,1,0,0,0,0,0,0,32,5,9
31,341,96,7,2,0,0,0,0,0,0,0,0,7,1,9
147,0,0,1,1,0,0,1,0,0,0,0,0,5,1,9
0,167,25,2,2,0,0,1,1,0,0,0,0,1,1,9
0,92,0,0,2,0,1,0,0,0,0,0,0,0,2,9
0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9
0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,9
0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,9
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,9
0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,9
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,9
0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,9
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
0,0,600,0,0,0,0,0,0,0,0,0,0,1,0,10
0,0,503,0,0,0,1,0,1,0,0,0,0,1,1,10
0,0,0,2,0,0,1,1,0,0,0,0,0,3,0,10
0,0,0,5,0,0,0,0,1,0,0,0,0,7,2,10
0,0,0,4,0,0,0,1,0,0,0,0,0,7,2,10
0,0,0,7,2,0,0,0,1,1,0,0,0,19,3,10
368,172,51,20,6,0,0,0,0,0,0,0,0,32,0,10
44,349,101,3,2,0,0,0,0,0,0,0,0,12,1,10
148,0,0,1,0,0,1,1,1,0,0,0,0,8,0,10
0,162,24,2,2,0,0,0,0,0,0,0,0,2,0,10
0,91,0,2,5,0,0,1,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10
0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,10
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10
0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,10
0,0,0,0,7,0,1,11,4,0,0,0,0,0,0,10
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10
0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,10
0,0,0,0,0,0,0,9,2,0,0,0,0,0,2,10
0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,10
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
0,0,670,0,0,0,0,0,0,0,0,0,0,2,0,11
0,0,559,1,0,0,0,0,2,0,0,0,0,2,1,11
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11
0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,11
0,0,0,6,1,0,0,0,0,0,0,0,0,9,2,11
0,0,0,6,4,0,0,1,2,1,0,0,0,16,3,11
400,185,54,13,8,0,0,0,0,0,1,0,0,28,1,11
38,377,104,10,0,0,0,0,0,0,0,0,0,7,1,11
147,0,0,6,1,0,0,4,1,0,0,0,0,7,0,11
0,179,32,3,4,0,0,2,1,0,0,0,0,1,0,11
0,99,0,3,4,0,0,1,1,0,0,0,0,0,0,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11
0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,11
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,11
0,0,0,0,1,0,0,10,5,1,0,0,0,0,0,11
0,0,0,2,5,0,1,7,5,0,0,0,0,0,0,11
0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,11
0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,11
0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,11
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
