,alt_bin,Sns,Su_260kg,B,N_0.567kg,N_148kg,N_6kg,N_1250kg,Su_473kg,N_260kg,S_148kg,epoch_start_date,N_473kg,S_750kg,S_1250kg
4243,3,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4244,4,2,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,665
4245,5,2,0,0,0,1,0,0,0,0,0,2075-01-03 06:00:00,0,0,558
4246,6,2,1,1,0,0,0,0,1,0,0,2075-01-03 06:00:00,0,715,0
4247,7,5,2,1,0,0,0,0,1,0,0,2075-01-03 06:00:00,0,0,0
4248,8,7,3,2,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4249,9,18,5,3,0,0,0,0,4,0,82,2075-01-03 06:00:00,0,0,0
4250,10,38,16,3,0,1,1,0,3,0,543,2075-01-03 06:00:00,0,158,49
4251,11,5,8,3,1,0,2,0,1,0,199,2075-01-03 06:00:00,0,316,102
4252,12,6,5,1,0,2,1,0,0,0,80,2075-01-03 06:00:00,0,0,0
4253,13,1,4,0,0,1,1,0,1,0,217,2075-01-03 06:00:00,0,133,26
4254,14,0,1,0,0,0,0,0,2,0,5,2075-01-03 06:00:00,0,71,0
4255,15,0,0,3,0,0,0,0,2,0,0,2075-01-03 06:00:00,0,0,0
4256,16,0,0,0,0,0,1,0,1,0,44,2075-01-03 06:00:00,0,149,0
4257,17,0,0,0,0,1,1,0,0,0,0,2075-01-03 06:00:00,0,0,0
4258,18,0,0,0,0,5,10,0,0,0,0,2075-01-03 06:00:00,0,0,0
4259,19,0,1,0,0,2,4,0,2,0,0,2075-01-03 06:00:00,0,0,0
4260,20,0,0,1,1,1,2,0,1,0,0,2075-01-03 06:00:00,0,0,0
4261,21,0,0,1,0,2,4,0,1,0,75,2075-01-03 06:00:00,0,0,0
4262,22,0,2,0,1,3,4,0,0,0,0,2075-01-03 06:00:00,0,0,0
4263,23,0,0,0,0,0,1,0,1,0,0,2075-01-03 06:00:00,0,0,0
4264,24,0,0,0,0,0,1,0,0,0,0,2075-01-03 06:00:00,0,0,0
4265,25,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4266,26,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4267,27,0,0,1,0,0,0,0,0,0,27,2075-01-03 06:00:00,0,0,0
4268,28,0,0,0,0,0,1,0,0,0,9,2075-01-03 06:00:00,0,0,0
4269,29,0,0,0,0,0,0,0,2,0,0,2075-01-03 06:00:00,0,0,0
4270,30,0,0,0,0,1,1,0,0,0,0,2075-01-03 06:00:00,0,0,0
4271,31,0,0,0,0,0,0,0,0,0,521,2075-01-03 06:00:00,0,0,0
4272,32,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4273,33,0,1,0,0,0,0,0,0,0,445,2075-01-03 06:00:00,0,0,0
4274,34,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4275,35,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4276,36,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4277,37,0,0,0,0,0,0,0,0,0,103,2075-01-03 06:00:00,0,0,0
4278,38,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4279,39,0,0,0,0,0,0,0,0,0,0,2075-01-03 06:00:00,0,0,0
4280,0,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4281,1,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4282,2,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4283,3,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4284,4,3,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,661
4285,5,0,0,1,0,1,0,0,0,0,0,2075-07-04 21:00:00,0,0,558
4286,6,0,2,1,1,0,0,0,0,0,0,2075-07-04 21:00:00,0,707,0
4287,7,6,3,0,0,1,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4288,8,14,2,2,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4289,9,22,14,2,0,0,0,0,3,2,74,2075-07-04 21:00:00,0,0,0
4290,10,30,10,3,2,0,0,0,3,0,547,2075-07-04 21:00:00,0,156,51
4291,11,3,6,2,0,0,1,0,2,0,199,2075-07-04 21:00:00,0,318,110
4292,12,6,4,2,0,0,2,0,3,0,73,2075-07-04 21:00:00,0,0,0
4293,13,1,4,1,0,1,0,0,4,0,208,2075-07-04 21:00:00,0,138,28
4294,14,0,1,0,1,0,0,0,1,0,5,2075-07-04 21:00:00,0,74,0
4295,15,0,0,0,0,0,0,0,1,0,0,2075-07-04 21:00:00,0,0,0
4296,16,2,0,0,0,0,0,0,1,0,46,2075-07-04 21:00:00,0,151,0
4297,17,0,1,0,0,2,2,0,0,0,0,2075-07-04 21:00:00,0,0,0
4298,18,0,0,0,0,3,4,0,1,1,0,2075-07-04 21:00:00,0,0,0
4299,19,0,0,0,1,1,9,0,1,0,0,2075-07-04 21:00:00,0,0,0
4300,20,0,0,1,0,1,1,0,2,0,0,2075-07-04 21:00:00,0,0,0
4301,21,0,0,0,1,0,5,0,1,0,76,2075-07-04 21:00:00,0,0,0
4302,22,0,1,1,0,1,2,0,0,0,0,2075-07-04 21:00:00,0,0,0
4303,23,0,0,0,0,1,1,0,1,0,0,2075-07-04 21:00:00,0,0,0
4304,24,0,0,0,0,0,0,0,1,0,0,2075-07-04 21:00:00,0,0,0
4305,25,0,0,0,0,0,1,0,1,0,0,2075-07-04 21:00:00,0,0,0
4306,26,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4307,27,0,0,0,0,0,0,0,0,0,32,2075-07-04 21:00:00,0,0,0
4308,28,0,0,0,0,0,0,0,0,0,10,2075-07-04 21:00:00,0,0,0
4309,29,1,0,0,0,0,0,0,1,0,0,2075-07-04 21:00:00,0,0,0
4310,30,0,0,0,0,0,1,0,0,0,0,2075-07-04 21:00:00,0,0,0
4311,31,0,0,0,0,0,2,0,0,0,521,2075-07-04 21:00:00,0,0,0
4312,32,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4313,33,0,0,0,0,0,1,0,0,0,437,2075-07-04 21:00:00,0,0,0
4314,34,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4315,35,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4316,36,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4317,37,0,0,0,0,0,0,0,0,0,93,2075-07-04 21:00:00,0,0,0
4318,38,0,0,1,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4319,39,0,0,0,0,0,0,0,0,0,0,2075-07-04 21:00:00,0,0,0
4320,0,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4321,1,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4322,2,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4323,3,2,0,0,0,0,0,1,0,0,0,2076-01-03 12:00:00,0,0,0
4324,4,1,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,664
4325,5,2,0,1,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,560
4326,6,1,2,0,0,0,0,0,1,0,0,2076-01-03 12:00:00,0,708,0
4327,7,9,3,1,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4328,8,9,3,1,0,0,1,0,1,1,0,2076-01-03 12:00:00,0,0,0
4329,9,17,9,0,0,0,1,0,2,0,82,2076-01-03 12:00:00,0,0,0
4330,10,25,18,0,0,1,0,0,3,0,547,2076-01-03 12:00:00,0,162,48
4331,11,13,3,1,0,1,1,0,0,0,188,2076-01-03 12:00:00,0,316,109
4332,12,7,3,1,0,1,0,0,1,0,78,2076-01-03 12:00:00,0,0,0
4333,13,1,3,1,0,2,1,0,4,0,218,2076-01-03 12:00:00,0,131,31
4334,14,0,0,0,1,1,0,0,2,0,5,2076-01-03 12:00:00,0,73,0
4335,15,0,0,1,0,0,1,0,1,0,0,2076-01-03 12:00:00,0,0,0
4336,16,0,0,0,0,1,0,0,1,0,44,2076-01-03 12:00:00,0,142,0
4337,17,0,0,0,0,4,3,0,0,0,0,2076-01-03 12:00:00,0,0,0
4338,18,0,1,0,0,1,3,0,0,0,0,2076-01-03 12:00:00,0,0,0
4339,19,0,1,0,1,9,9,0,7,0,0,2076-01-03 12:00:00,0,0,0
4340,20,0,0,0,2,0,4,0,0,0,0,2076-01-03 12:00:00,0,0,0
4341,21,0,0,0,0,1,4,0,0,0,76,2076-01-03 12:00:00,0,0,0
4342,22,0,1,0,0,0,6,0,0,0,0,2076-01-03 12:00:00,0,0,0
4343,23,0,0,0,0,0,1,0,0,0,0,2076-01-03 12:00:00,0,0,0
4344,24,0,0,0,0,1,4,0,0,0,0,2076-01-03 12:00:00,0,0,0
4345,25,0,0,0,0,3,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4346,26,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4347,27,0,0,0,0,1,0,0,0,0,29,2076-01-03 12:00:00,0,0,0
4348,28,0,0,0,0,0,0,0,0,0,5,2076-01-03 12:00:00,0,0,0
4349,29,0,0,0,0,2,0,0,6,0,0,2076-01-03 12:00:00,0,0,0
4350,30,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4351,31,0,0,0,0,0,0,0,0,0,525,2076-01-03 12:00:00,0,0,0
4352,32,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4353,33,0,0,0,0,0,0,0,0,0,451,2076-01-03 12:00:00,0,0,0
4354,34,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4355,35,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4356,36,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4357,37,0,0,0,0,0,0,0,0,0,93,2076-01-03 12:00:00,0,0,0
4358,38,0,0,1,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4359,39,0,0,0,0,0,0,0,0,0,0,2076-01-03 12:00:00,0,0,0
4360,0,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4361,1,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4362,2,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4363,3,1,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4364,4,2,0,1,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,668
4365,5,4,0,0,0,0,1,0,0,0,0,2076-07-04 03:00:00,0,0,562
4366,6,2,1,0,1,0,0,0,1,0,0,2076-07-04 03:00:00,0,722,0
4367,7,6,6,1,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4368,8,5,3,4,0,0,0,0,2,0,0,2076-07-04 03:00:00,0,0,0
4369,9,28,11,4,0,1,1,0,3,1,79,2076-07-04 03:00:00,0,0,0
4370,10,24,16,2,0,0,0,0,3,0,544,2076-07-04 03:00:00,0,155,58
4371,11,8,9,1,0,0,2,0,1,0,193,2076-07-04 03:00:00,0,306,116
4372,12,7,8,0,0,1,1,0,2,0,84,2076-07-04 03:00:00,0,0,0
4373,13,0,3,0,0,0,0,0,3,0,203,2076-07-04 03:00:00,0,130,28
4374,14,0,2,0,0,0,3,0,0,0,7,2076-07-04 03:00:00,0,74,0
4375,15,0,0,0,0,0,1,0,0,0,0,2076-07-04 03:00:00,0,0,0
4376,16,2,2,1,0,0,0,0,1,0,45,2076-07-04 03:00:00,0,147,0
4377,17,0,0,0,0,2,3,0,1,0,0,2076-07-04 03:00:00,0,0,0
4378,18,0,0,1,0,6,4,0,3,1,0,2076-07-04 03:00:00,0,0,0
4379,19,0,1,0,0,4,9,0,4,0,0,2076-07-04 03:00:00,0,0,0
4380,20,0,0,0,1,1,0,0,1,0,0,2076-07-04 03:00:00,0,0,0
4381,21,0,0,1,0,0,3,0,0,0,72,2076-07-04 03:00:00,0,0,0
4382,22,0,2,0,0,0,6,0,0,0,0,2076-07-04 03:00:00,0,0,0
4383,23,0,1,1,0,1,3,0,0,0,0,2076-07-04 03:00:00,0,0,0
4384,24,0,0,0,0,0,3,0,0,0,0,2076-07-04 03:00:00,0,0,0
4385,25,0,0,0,0,1,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4386,26,0,0,1,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4387,27,0,0,0,0,0,0,0,0,0,25,2076-07-04 03:00:00,0,0,0
4388,28,0,0,0,0,0,0,0,0,0,9,2076-07-04 03:00:00,0,0,0
4389,29,0,0,0,0,0,0,0,1,0,0,2076-07-04 03:00:00,0,0,0
4390,30,0,0,0,0,0,1,0,0,0,0,2076-07-04 03:00:00,0,0,0
4391,31,0,0,0,0,0,1,0,0,0,523,2076-07-04 03:00:00,0,0,0
4392,32,0,0,0,0,1,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4393,33,0,0,0,0,0,0,0,0,0,440,2076-07-04 03:00:00,0,0,0
4394,34,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4395,35,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4396,36,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4397,37,0,0,0,0,0,0,0,0,0,91,2076-07-04 03:00:00,0,0,0
4398,38,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4399,39,0,0,0,0,0,0,0,0,0,0,2076-07-04 03:00:00,0,0,0
4400,0,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4401,1,1,0,0,1,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4402,2,3,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4403,3,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4404,4,3,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,665
4405,5,2,2,1,0,1,0,0,0,0,0,2077-01-02 18:00:00,0,0,559
4406,6,4,1,1,0,1,0,0,0,0,0,2077-01-02 18:00:00,0,712,0
4407,7,7,1,0,0,1,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4408,8,8,4,6,0,0,1,0,1,1,0,2077-01-02 18:00:00,0,0,0
4409,9,14,11,0,0,0,0,0,3,1,77,2077-01-02 18:00:00,0,0,0
4410,10,37,12,1,0,1,0,0,2,0,552,2077-01-02 18:00:00,1,161,53
4411,11,4,4,0,0,0,1,0,0,0,195,2077-01-02 18:00:00,0,317,109
4412,12,4,2,0,0,1,0,0,1,0,80,2077-01-02 18:00:00,0,0,0
4413,13,0,1,0,0,0,3,0,5,0,213,2077-01-02 18:00:00,0,138,23
4414,14,0,1,0,0,0,0,0,4,0,8,2077-01-02 18:00:00,0,73,0
4415,15,0,0,0,0,0,2,0,0,0,0,2077-01-02 18:00:00,0,0,0
4416,16,0,3,0,0,0,0,0,2,0,42,2077-01-02 18:00:00,0,144,0
4417,17,0,0,0,0,2,2,0,0,0,0,2077-01-02 18:00:00,0,0,0
4418,18,1,0,0,0,5,3,0,0,0,0,2077-01-02 18:00:00,0,0,0
4419,19,0,0,0,0,5,9,0,4,0,0,2077-01-02 18:00:00,0,0,0
4420,20,0,0,1,1,2,1,0,2,0,0,2077-01-02 18:00:00,0,0,0
4421,21,0,0,0,1,2,5,0,0,0,76,2077-01-02 18:00:00,0,0,0
4422,22,0,0,0,1,3,5,0,0,0,0,2077-01-02 18:00:00,0,0,0
4423,23,0,0,0,0,0,4,0,1,0,0,2077-01-02 18:00:00,0,0,0
4424,24,0,0,0,0,0,2,0,0,0,0,2077-01-02 18:00:00,0,0,0
4425,25,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4426,26,0,0,0,0,0,1,0,0,0,0,2077-01-02 18:00:00,0,0,0
4427,27,0,0,0,0,0,0,0,0,0,30,2077-01-02 18:00:00,0,0,0
4428,28,0,1,0,0,0,0,0,0,0,14,2077-01-02 18:00:00,0,0,0
4429,29,0,1,0,0,1,1,0,1,0,0,2077-01-02 18:00:00,0,0,0
4430,30,0,0,0,0,1,0,0,1,0,0,2077-01-02 18:00:00,0,0,0
4431,31,0,1,0,0,0,0,0,0,0,522,2077-01-02 18:00:00,0,0,0
4432,32,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4433,33,0,0,0,0,0,0,0,0,0,449,2077-01-02 18:00:00,0,0,0
4434,34,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4435,35,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4436,36,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4437,37,0,0,0,0,0,0,0,0,0,97,2077-01-02 18:00:00,0,0,0
4438,38,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4439,39,0,0,0,0,0,0,0,0,0,0,2077-01-02 18:00:00,0,0,0
4440,0,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4441,1,1,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4442,2,0,0,1,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4443,3,0,0,0,0,0,0,1,0,0,0,2077-07-04 09:00:00,0,0,0
4444,4,1,0,0,1,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,663
4445,5,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,560
4446,6,1,3,0,2,0,0,0,1,0,0,2077-07-04 09:00:00,0,712,0
4447,7,5,3,2,0,0,0,0,1,0,0,2077-07-04 09:00:00,0,0,0
4448,8,14,0,1,1,1,2,0,0,0,0,2077-07-04 09:00:00,0,0,0
4449,9,21,8,1,0,0,1,0,5,0,73,2077-07-04 09:00:00,0,0,0
4450,10,23,13,1,0,4,0,0,2,0,545,2077-07-04 09:00:00,0,162,55
4451,11,4,10,3,0,0,0,0,2,0,202,2077-07-04 09:00:00,0,312,112
4452,12,8,4,2,0,1,1,0,1,0,73,2077-07-04 09:00:00,0,0,0
4453,13,0,1,0,0,0,0,0,5,0,205,2077-07-04 09:00:00,0,134,30
4454,14,0,1,1,0,0,0,0,2,0,9,2077-07-04 09:00:00,0,73,0
4455,15,0,0,0,0,0,3,0,0,0,0,2077-07-04 09:00:00,0,0,0
4456,16,0,0,0,0,1,0,0,1,0,48,2077-07-04 09:00:00,0,148,0
4457,17,0,0,0,0,1,1,0,1,0,0,2077-07-04 09:00:00,0,0,0
4458,18,0,1,0,0,3,6,0,0,0,0,2077-07-04 09:00:00,0,0,0
4459,19,0,0,0,1,3,6,0,4,0,0,2077-07-04 09:00:00,0,0,0
4460,20,0,0,0,1,1,2,0,0,0,0,2077-07-04 09:00:00,0,0,0
4461,21,0,0,1,0,1,1,0,0,0,77,2077-07-04 09:00:00,0,0,0
4462,22,0,2,0,0,1,8,0,0,0,0,2077-07-04 09:00:00,0,0,0
4463,23,0,0,0,0,1,2,0,0,0,0,2077-07-04 09:00:00,0,0,0
4464,24,0,0,0,0,0,1,0,0,0,0,2077-07-04 09:00:00,0,0,0
4465,25,0,0,0,0,0,2,0,0,0,0,2077-07-04 09:00:00,0,0,0
4466,26,0,0,0,0,0,1,0,0,0,0,2077-07-04 09:00:00,0,0,0
4467,27,0,0,0,0,0,0,0,0,0,24,2077-07-04 09:00:00,0,0,0
4468,28,0,0,0,0,0,0,0,0,0,8,2077-07-04 09:00:00,0,0,0
4469,29,0,0,0,0,1,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4470,30,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4471,31,0,0,0,0,0,0,0,0,0,523,2077-07-04 09:00:00,0,0,0
4472,32,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4473,33,0,0,0,0,0,0,0,0,0,452,2077-07-04 09:00:00,0,0,0
4474,34,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4475,35,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4476,36,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4477,37,0,0,0,0,0,0,0,0,0,95,2077-07-04 09:00:00,0,0,0
4478,38,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4479,39,0,0,0,0,0,0,0,0,0,0,2077-07-04 09:00:00,0,0,0
4480,0,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4481,1,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4482,2,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4483,3,1,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4484,4,1,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,663
4485,5,1,0,0,1,1,0,0,0,0,0,2078-01-03 00:00:00,0,0,556
4486,6,0,1,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,713,0
4487,7,8,3,0,0,1,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4488,8,15,5,1,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4489,9,23,9,3,0,1,0,0,2,0,77,2078-01-03 00:00:00,0,0,0
4490,10,41,11,2,1,1,1,0,2,0,550,2078-01-03 00:00:00,0,155,56
4491,11,7,3,3,0,0,1,0,1,0,194,2078-01-03 00:00:00,0,318,115
4492,12,8,5,0,0,0,1,0,0,0,78,2078-01-03 00:00:00,0,0,0
4493,13,0,2,0,0,0,1,0,2,0,205,2078-01-03 00:00:00,0,133,30
4494,14,0,1,0,0,0,0,0,4,0,8,2078-01-03 00:00:00,0,73,0
4495,15,0,0,1,0,1,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4496,16,0,1,0,0,1,1,0,3,0,49,2078-01-03 00:00:00,0,147,0
4497,17,0,0,1,0,1,1,0,0,0,0,2078-01-03 00:00:00,0,0,0
4498,18,0,1,0,0,3,5,0,1,0,0,2078-01-03 00:00:00,0,0,0
4499,19,0,1,0,2,3,6,0,3,0,0,2078-01-03 00:00:00,0,0,0
4500,20,0,0,1,0,2,2,0,0,0,0,2078-01-03 00:00:00,0,0,0
4501,21,0,0,0,0,1,7,0,1,0,75,2078-01-03 00:00:00,0,0,0
4502,22,0,0,0,0,2,8,0,0,0,0,2078-01-03 00:00:00,0,0,0
4503,23,0,0,0,0,0,3,0,0,0,0,2078-01-03 00:00:00,0,0,0
4504,24,0,0,0,0,1,1,0,0,0,0,2078-01-03 00:00:00,0,0,0
4505,25,0,0,0,0,1,0,0,1,0,0,2078-01-03 00:00:00,0,0,0
4506,26,0,0,1,0,1,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4507,27,0,0,2,0,0,0,0,0,0,27,2078-01-03 00:00:00,0,0,0
4508,28,0,0,0,0,0,1,0,1,0,9,2078-01-03 00:00:00,0,0,0
4509,29,0,0,0,0,0,0,0,1,0,0,2078-01-03 00:00:00,0,0,0
4510,30,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4511,31,0,0,0,0,0,0,0,0,0,532,2078-01-03 00:00:00,0,0,0
4512,32,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4513,33,0,0,0,0,0,0,0,0,0,452,2078-01-03 00:00:00,0,0,0
4514,34,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4515,35,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4516,36,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4517,37,0,0,0,0,0,0,0,1,0,96,2078-01-03 00:00:00,0,0,0
4518,38,0,0,1,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4519,39,0,0,0,0,0,0,0,0,0,0,2078-01-03 00:00:00,0,0,0
4520,0,1,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4521,1,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4522,2,1,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4523,3,1,0,0,0,0,0,0,1,0,0,2078-07-04 15:00:00,0,0,0
4524,4,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,661
4525,5,1,1,1,0,1,0,0,0,0,0,2078-07-04 15:00:00,0,0,556
4526,6,1,2,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,708,0
4527,7,5,2,1,0,0,1,0,1,0,0,2078-07-04 15:00:00,0,0,0
4528,8,12,3,1,0,0,0,0,0,1,0,2078-07-04 15:00:00,0,0,0
4529,9,14,11,2,0,0,1,0,3,1,78,2078-07-04 15:00:00,0,0,0
4530,10,34,20,2,0,0,0,0,1,0,557,2078-07-04 15:00:00,0,156,50
4531,11,8,10,1,0,0,0,0,1,0,196,2078-07-04 15:00:00,0,306,104
4532,12,9,4,0,0,0,2,0,0,0,75,2078-07-04 15:00:00,0,0,0
4533,13,0,3,1,0,0,1,0,5,0,220,2078-07-04 15:00:00,0,138,30
4534,14,0,3,0,0,2,0,0,1,0,4,2078-07-04 15:00:00,0,70,0
4535,15,0,0,0,0,0,1,0,0,0,0,2078-07-04 15:00:00,0,0,0
4536,16,0,0,0,0,2,1,0,1,0,44,2078-07-04 15:00:00,0,152,0
4537,17,1,1,0,0,2,3,0,0,0,0,2078-07-04 15:00:00,0,0,0
4538,18,0,0,0,0,1,7,0,2,0,0,2078-07-04 15:00:00,0,0,0
4539,19,0,0,1,1,4,3,0,1,0,0,2078-07-04 15:00:00,0,0,0
4540,20,0,0,0,0,1,3,0,0,0,0,2078-07-04 15:00:00,0,0,0
4541,21,0,0,0,0,0,3,0,0,0,76,2078-07-04 15:00:00,0,0,0
4542,22,0,0,0,0,2,5,0,0,0,0,2078-07-04 15:00:00,0,0,0
4543,23,0,0,0,0,0,1,0,0,0,0,2078-07-04 15:00:00,0,0,0
4544,24,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4545,25,0,0,0,0,0,2,0,0,0,0,2078-07-04 15:00:00,0,0,0
4546,26,0,0,1,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4547,27,0,0,1,0,0,1,0,0,0,28,2078-07-04 15:00:00,0,0,0
4548,28,0,0,0,0,0,0,0,0,0,13,2078-07-04 15:00:00,0,0,0
4549,29,0,0,0,0,0,1,0,3,0,0,2078-07-04 15:00:00,0,0,0
4550,30,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4551,31,0,0,0,0,0,1,0,0,0,524,2078-07-04 15:00:00,0,0,0
4552,32,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4553,33,0,1,0,0,0,1,0,0,0,443,2078-07-04 15:00:00,0,0,0
4554,34,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4555,35,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4556,36,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
4557,37,0,0,0,0,0,0,0,0,0,92,2078-07-04 15:00:00,0,0,0
4558,38,0,0,0,0,0,0,0,0,0,0,2078-07-04 15:00:00,0,0,0
