,alt_bin,Sns,Su_260kg,B,N_0.567kg,N_148kg,N_6kg,N_1250kg,Su_473kg,N_260kg,S_148kg,epoch_start_date,N_473kg,S_750kg,S_1250kg
0,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
2,2,1,1,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
3,3,1,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
4,4,1,3,0,0,1,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
5,5,2,1,0,1,1,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
6,6,1,6,2,0,0,1,1,2,0,0,2022-01-03 00:00:00,0,0,0
7,7,5,4,3,0,1,0,0,1,1,0,2022-01-03 00:00:00,0,0,0
8,8,7,9,3,1,0,0,0,1,2,0,2022-01-03 00:00:00,0,0,0
9,9,16,78,5,0,2,1,0,6,1,0,2022-01-03 00:00:00,0,0,0
10,10,27,219,5,0,0,0,0,19,0,210,2022-01-03 00:00:00,1,0,0
11,11,5,729,4,0,0,3,0,8,0,23,2022-01-03 00:00:00,0,0,0
12,12,6,6,3,0,1,6,0,2,0,105,2022-01-03 00:00:00,0,0,0
13,13,1,13,2,0,0,1,0,6,0,0,2022-01-03 00:00:00,0,0,0
14,14,0,3,0,0,0,0,0,3,0,0,2022-01-03 00:00:00,0,0,0
15,15,0,0,1,0,0,1,0,0,0,0,2022-01-03 00:00:00,0,0,0
16,16,0,6,1,0,0,0,0,2,0,0,2022-01-03 00:00:00,0,0,0
17,17,0,1,0,0,3,2,0,0,0,0,2022-01-03 00:00:00,0,0,0
18,18,0,1,0,0,5,8,0,1,0,0,2022-01-03 00:00:00,0,0,0
19,19,0,0,0,0,5,5,0,3,0,0,2022-01-03 00:00:00,0,0,0
20,20,0,1,1,0,1,1,0,1,0,0,2022-01-03 00:00:00,0,0,0
21,21,0,0,0,1,1,4,0,0,0,0,2022-01-03 00:00:00,0,0,0
22,22,0,5,0,0,3,6,0,0,0,0,2022-01-03 00:00:00,0,0,0
23,23,0,0,0,0,0,1,0,2,0,0,2022-01-03 00:00:00,0,0,0
24,24,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
25,25,0,0,0,0,0,1,0,0,0,0,2022-01-03 00:00:00,0,0,0
26,26,0,0,1,0,0,1,0,0,0,0,2022-01-03 00:00:00,0,0,0
27,27,0,0,1,0,0,1,0,0,0,0,2022-01-03 00:00:00,0,0,0
28,28,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
29,29,0,1,0,0,0,2,0,5,0,0,2022-01-03 00:00:00,0,0,0
30,30,0,0,0,0,0,0,0,1,0,0,2022-01-03 00:00:00,0,0,0
31,31,0,1,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
32,32,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
33,33,0,11,0,0,0,0,0,0,0,79,2022-01-03 00:00:00,0,0,0
34,34,0,22,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
35,35,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
36,36,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
37,37,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
38,38,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
39,39,0,0,0,0,0,0,0,0,0,0,2022-01-03 00:00:00,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
41,1,0,0,0,1,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
42,2,2,3,1,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
43,3,0,0,0,0,0,0,1,0,0,0,2022-07-04 15:00:00,0,0,0
44,4,2,64,0,0,1,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
45,5,2,17,2,0,0,1,0,0,0,0,2022-07-04 15:00:00,0,0,0
46,6,2,24,1,1,1,0,0,5,0,0,2022-07-04 15:00:00,0,0,0
47,7,6,11,3,0,1,1,0,3,0,0,2022-07-04 15:00:00,0,0,0
48,8,7,8,8,0,0,1,0,2,1,0,2022-07-04 15:00:00,0,0,0
49,9,19,66,8,0,0,0,0,10,6,0,2022-07-04 15:00:00,0,0,0
50,10,35,41,2,0,4,1,0,11,0,205,2022-07-04 15:00:00,0,0,0
51,11,7,576,3,0,1,3,0,24,0,21,2022-07-04 15:00:00,0,1,0
52,12,7,195,2,1,5,2,0,0,0,98,2022-07-04 15:00:00,0,0,0
53,13,0,28,2,0,3,4,0,6,0,0,2022-07-04 15:00:00,0,0,0
54,14,0,5,0,0,1,2,0,2,0,0,2022-07-04 15:00:00,0,0,0
55,15,0,15,5,0,2,5,0,0,0,0,2022-07-04 15:00:00,0,0,0
56,16,0,5,1,0,3,7,0,2,0,0,2022-07-04 15:00:00,0,0,0
57,17,0,1,1,2,10,24,0,2,0,0,2022-07-04 15:00:00,0,0,0
58,18,0,1,1,1,32,48,0,1,0,0,2022-07-04 15:00:00,0,0,0
59,19,0,2,4,3,42,65,0,8,0,0,2022-07-04 15:00:00,0,0,0
60,20,0,0,0,1,15,29,0,3,0,0,2022-07-04 15:00:00,0,0,0
61,21,0,0,0,0,14,35,0,2,0,0,2022-07-04 15:00:00,0,0,0
62,22,0,1,1,1,26,66,0,0,0,0,2022-07-04 15:00:00,0,0,0
63,23,0,1,0,0,8,15,0,2,0,0,2022-07-04 15:00:00,0,0,0
64,24,0,0,0,0,4,9,0,0,0,0,2022-07-04 15:00:00,0,0,0
65,25,0,0,0,0,2,8,0,0,0,0,2022-07-04 15:00:00,0,0,0
66,26,0,0,1,0,1,4,0,0,0,0,2022-07-04 15:00:00,0,0,0
67,27,0,19,0,0,2,3,0,0,0,0,2022-07-04 15:00:00,0,0,0
68,28,0,10,0,0,1,3,0,0,0,0,2022-07-04 15:00:00,0,0,0
69,29,0,1,0,0,2,1,0,1,0,0,2022-07-04 15:00:00,0,0,0
70,30,0,1,0,0,1,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
71,31,0,0,0,0,0,2,0,0,0,0,2022-07-04 15:00:00,0,0,0
72,32,0,0,0,0,0,1,0,0,0,0,2022-07-04 15:00:00,0,0,0
73,33,0,0,0,0,0,2,0,0,0,72,2022-07-04 15:00:00,0,0,0
74,34,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
75,35,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
76,36,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
77,37,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
78,38,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
79,39,0,0,0,0,0,0,0,0,0,0,2022-07-04 15:00:00,0,0,0
80,0,1,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
81,1,0,0,0,1,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
82,2,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
83,3,2,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
84,4,3,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
85,5,0,0,0,1,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
86,6,0,0,0,0,0,0,0,1,0,0,2023-01-03 06:00:00,0,0,0
87,7,8,3,1,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
88,8,9,3,4,0,0,0,0,1,0,0,2023-01-03 06:00:00,0,0,0
89,9,24,11,1,0,0,1,0,4,1,0,2023-01-03 06:00:00,0,0,0
90,10,38,21,0,1,0,1,0,4,0,226,2023-01-03 06:00:00,0,127,0
91,11,7,6,1,0,0,1,0,0,0,30,2023-01-03 06:00:00,0,257,0
92,12,6,6,1,0,0,2,0,3,0,113,2023-01-03 06:00:00,0,0,0
93,13,0,1,0,0,0,1,0,4,0,0,2023-01-03 06:00:00,0,0,0
94,14,0,1,0,1,1,0,0,4,0,0,2023-01-03 06:00:00,0,0,0
95,15,0,0,1,0,0,1,0,1,0,0,2023-01-03 06:00:00,0,0,0
96,16,0,0,0,0,0,0,0,3,0,0,2023-01-03 06:00:00,0,0,0
97,17,0,0,2,0,1,1,0,0,0,0,2023-01-03 06:00:00,0,0,0
98,18,0,1,0,0,1,4,0,1,0,0,2023-01-03 06:00:00,0,0,0
99,19,0,0,0,1,7,6,0,7,0,0,2023-01-03 06:00:00,0,0,0
100,20,0,0,0,0,2,2,0,1,0,0,2023-01-03 06:00:00,0,0,0
101,21,0,0,1,0,0,4,0,0,0,0,2023-01-03 06:00:00,0,0,0
102,22,0,1,0,0,1,3,0,0,0,0,2023-01-03 06:00:00,0,0,0
103,23,0,0,0,0,1,1,0,0,0,0,2023-01-03 06:00:00,0,0,0
104,24,0,0,0,0,0,1,0,0,0,0,2023-01-03 06:00:00,0,0,0
105,25,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
106,26,0,0,0,0,1,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
107,27,0,0,2,0,0,0,0,0,0,18,2023-01-03 06:00:00,0,0,0
108,28,0,1,0,0,0,0,0,1,0,0,2023-01-03 06:00:00,0,0,0
109,29,1,1,0,0,0,1,0,1,0,0,2023-01-03 06:00:00,0,0,0
110,30,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
111,31,0,0,0,0,0,1,0,0,0,0,2023-01-03 06:00:00,0,0,0
112,32,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
113,33,0,0,0,0,0,0,0,0,0,80,2023-01-03 06:00:00,0,0,0
114,34,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
115,35,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
116,36,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
117,37,0,0,0,0,0,1,0,0,0,69,2023-01-03 06:00:00,0,0,0
118,38,0,0,1,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
119,39,0,0,0,0,0,0,0,0,0,0,2023-01-03 06:00:00,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
121,1,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
122,2,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
123,3,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
124,4,1,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
125,5,1,0,0,0,1,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
126,6,0,2,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
127,7,5,3,1,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
128,8,11,4,2,0,1,2,0,1,0,0,2023-07-04 21:00:00,0,0,0
129,9,20,9,1,0,0,1,0,1,0,0,2023-07-04 21:00:00,0,0,0
130,10,34,18,1,0,1,0,0,1,0,232,2023-07-04 21:00:00,0,128,0
131,11,8,6,1,1,0,2,0,0,0,24,2023-07-04 21:00:00,0,253,0
132,12,5,7,1,1,3,0,0,1,0,112,2023-07-04 21:00:00,0,0,0
133,13,1,1,1,0,0,0,0,2,0,0,2023-07-04 21:00:00,0,3,0
134,14,0,2,0,1,1,0,0,3,0,0,2023-07-04 21:00:00,0,2,0
135,15,0,0,1,0,0,1,0,0,0,0,2023-07-04 21:00:00,0,0,0
136,16,2,0,0,0,0,1,0,2,0,0,2023-07-04 21:00:00,0,0,0
137,17,1,0,0,0,1,3,0,0,0,0,2023-07-04 21:00:00,0,0,0
138,18,0,0,0,0,0,5,0,1,0,0,2023-07-04 21:00:00,0,0,0
139,19,0,0,0,1,1,6,0,5,0,0,2023-07-04 21:00:00,0,0,0
140,20,0,0,1,0,2,4,0,1,0,0,2023-07-04 21:00:00,0,0,0
141,21,0,0,0,0,0,1,0,0,0,0,2023-07-04 21:00:00,0,0,0
142,22,0,2,0,0,4,5,0,0,0,0,2023-07-04 21:00:00,0,0,0
143,23,0,0,0,0,2,1,0,0,0,0,2023-07-04 21:00:00,0,0,0
144,24,0,0,0,0,1,3,0,1,0,0,2023-07-04 21:00:00,0,0,0
145,25,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
146,26,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
147,27,0,0,0,0,0,0,0,0,0,15,2023-07-04 21:00:00,0,0,0
148,28,0,0,0,1,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
149,29,0,0,0,0,0,0,0,4,0,0,2023-07-04 21:00:00,0,0,0
150,30,0,0,0,0,0,1,0,0,0,0,2023-07-04 21:00:00,0,0,0
151,31,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
152,32,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
153,33,0,1,0,0,0,0,0,0,0,79,2023-07-04 21:00:00,0,0,0
154,34,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
155,35,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
156,36,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
157,37,0,0,0,0,0,0,0,0,0,63,2023-07-04 21:00:00,0,0,0
158,38,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
159,39,0,0,0,0,0,0,0,0,0,0,2023-07-04 21:00:00,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
161,1,1,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
162,2,0,0,1,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
163,3,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
164,4,1,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
165,5,1,0,0,1,0,1,0,0,0,0,2024-01-03 12:00:00,0,0,0
166,6,3,0,1,1,0,0,0,1,0,0,2024-01-03 12:00:00,0,0,0
167,7,7,3,0,0,1,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
168,8,9,3,1,1,0,0,0,0,1,0,2024-01-03 12:00:00,0,0,0
169,9,28,13,3,0,0,0,0,3,0,0,2024-01-03 12:00:00,0,0,0
170,10,18,19,3,0,2,0,0,2,0,251,2024-01-03 12:00:00,0,143,0
171,11,6,6,2,0,0,0,0,0,0,27,2024-01-03 12:00:00,0,285,0
172,12,5,5,0,0,0,0,0,1,0,115,2024-01-03 12:00:00,0,0,0
173,13,1,1,0,0,0,1,0,5,0,0,2024-01-03 12:00:00,0,136,0
174,14,1,1,0,0,0,1,0,2,0,0,2024-01-03 12:00:00,0,72,0
175,15,0,0,0,0,0,1,0,1,0,0,2024-01-03 12:00:00,0,0,0
176,16,0,2,3,0,0,0,0,1,0,0,2024-01-03 12:00:00,0,0,0
177,17,0,0,0,0,1,1,0,1,0,0,2024-01-03 12:00:00,0,0,0
178,18,0,0,0,0,2,6,0,1,0,0,2024-01-03 12:00:00,0,0,0
179,19,0,1,0,0,4,9,0,4,0,0,2024-01-03 12:00:00,0,0,0
180,20,0,0,1,0,0,3,0,0,0,0,2024-01-03 12:00:00,0,0,0
181,21,0,0,1,0,1,2,0,0,0,0,2024-01-03 12:00:00,0,0,0
182,22,0,1,0,0,1,9,0,0,0,0,2024-01-03 12:00:00,0,0,0
183,23,0,0,0,0,0,6,0,1,0,0,2024-01-03 12:00:00,0,0,0
184,24,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
185,25,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
186,26,0,0,2,0,0,1,0,0,0,0,2024-01-03 12:00:00,0,0,0
187,27,0,0,0,0,0,0,0,0,0,16,2024-01-03 12:00:00,0,0,0
188,28,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
189,29,0,0,0,0,1,0,0,1,0,0,2024-01-03 12:00:00,0,0,0
190,30,0,0,0,0,1,0,0,1,0,0,2024-01-03 12:00:00,0,0,0
191,31,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
192,32,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
193,33,0,0,0,0,0,0,0,0,0,47,2024-01-03 12:00:00,0,0,0
194,34,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
195,35,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
196,36,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
197,37,0,0,0,0,0,0,0,0,0,72,2024-01-03 12:00:00,0,0,0
198,38,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
199,39,0,0,0,0,0,0,0,0,0,0,2024-01-03 12:00:00,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
201,1,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
202,2,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
203,3,1,0,0,0,0,0,0,1,0,0,2024-07-04 03:00:00,0,0,0
204,4,1,0,1,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,16
205,5,2,1,1,0,1,0,0,0,0,0,2024-07-04 03:00:00,0,0,12
206,6,1,0,3,0,0,0,1,0,0,0,2024-07-04 03:00:00,0,0,0
207,7,6,5,3,0,0,0,0,1,0,0,2024-07-04 03:00:00,0,0,0
208,8,12,3,1,0,0,1,0,0,0,0,2024-07-04 03:00:00,0,0,0
209,9,18,11,0,0,0,0,0,1,0,0,2024-07-04 03:00:00,0,0,0
210,10,31,16,4,0,2,1,0,2,0,247,2024-07-04 03:00:00,0,143,1
211,11,5,9,2,0,0,1,0,1,0,36,2024-07-04 03:00:00,0,286,2
212,12,12,6,2,0,0,1,0,0,0,128,2024-07-04 03:00:00,0,0,0
213,13,0,3,1,0,1,1,0,3,0,0,2024-07-04 03:00:00,0,128,0
214,14,0,1,1,1,1,1,0,2,0,0,2024-07-04 03:00:00,0,75,0
215,15,0,0,0,0,0,0,0,1,0,0,2024-07-04 03:00:00,0,0,0
216,16,0,2,0,0,0,2,0,1,0,0,2024-07-04 03:00:00,0,0,0
217,17,0,0,0,0,5,5,0,0,0,0,2024-07-04 03:00:00,0,0,0
218,18,0,0,0,0,5,4,0,1,1,0,2024-07-04 03:00:00,0,0,0
219,19,0,2,0,1,2,4,0,1,0,0,2024-07-04 03:00:00,0,0,0
220,20,0,0,1,2,0,2,0,1,0,0,2024-07-04 03:00:00,0,0,0
221,21,0,0,0,0,0,3,0,1,0,0,2024-07-04 03:00:00,0,0,0
222,22,0,1,0,0,3,2,0,0,0,0,2024-07-04 03:00:00,0,0,0
223,23,0,0,1,0,1,4,0,0,0,0,2024-07-04 03:00:00,0,0,0
224,24,0,0,0,0,0,2,0,0,0,0,2024-07-04 03:00:00,0,0,0
225,25,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
226,26,0,0,0,0,0,1,0,0,0,0,2024-07-04 03:00:00,0,0,0
227,27,0,0,0,0,0,1,0,0,0,25,2024-07-04 03:00:00,0,0,0
228,28,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
229,29,0,0,0,0,1,1,0,2,0,0,2024-07-04 03:00:00,0,0,0
230,30,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
231,31,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
232,32,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
233,33,0,1,0,0,0,0,0,0,0,55,2024-07-04 03:00:00,0,0,0
234,34,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
235,35,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
236,36,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
237,37,0,0,0,0,0,0,0,1,0,75,2024-07-04 03:00:00,0,0,0
238,38,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
239,39,0,0,0,0,0,0,0,0,0,0,2024-07-04 03:00:00,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
241,1,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
242,2,1,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
243,3,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
244,4,1,0,0,1,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,535
245,5,1,1,1,0,1,0,0,0,0,0,2025-01-02 18:00:00,0,0,450
246,6,1,3,0,1,0,0,0,1,0,0,2025-01-02 18:00:00,0,0,0
247,7,4,1,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
248,8,7,4,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
249,9,20,7,3,0,0,0,0,1,3,0,2025-01-02 18:00:00,0,0,0
250,10,36,17,2,1,1,0,0,2,0,344,2025-01-02 18:00:00,0,157,42
251,11,5,7,2,0,0,1,0,1,0,34,2025-01-02 18:00:00,0,321,89
252,12,8,5,1,0,2,1,0,1,0,124,2025-01-02 18:00:00,0,0,0
253,13,0,11,0,0,0,3,0,3,0,0,2025-01-02 18:00:00,0,146,22
254,14,0,1,0,0,0,0,0,2,0,0,2025-01-02 18:00:00,0,77,0
255,15,0,0,1,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
256,16,0,0,0,0,2,2,0,3,0,0,2025-01-02 18:00:00,0,0,0
257,17,0,1,0,0,0,2,0,0,0,0,2025-01-02 18:00:00,0,0,0
258,18,0,0,0,0,2,4,0,2,0,0,2025-01-02 18:00:00,0,0,0
259,19,0,0,1,2,7,6,0,2,0,0,2025-01-02 18:00:00,0,0,0
260,20,0,0,1,0,1,4,0,0,0,0,2025-01-02 18:00:00,0,0,0
261,21,0,0,0,0,1,4,0,0,0,0,2025-01-02 18:00:00,0,0,0
262,22,0,1,0,1,2,8,0,0,0,0,2025-01-02 18:00:00,0,0,0
263,23,0,1,0,0,0,3,0,0,0,0,2025-01-02 18:00:00,0,0,0
264,24,0,0,0,0,0,2,0,0,0,0,2025-01-02 18:00:00,0,0,0
265,25,0,0,0,0,0,0,0,1,0,0,2025-01-02 18:00:00,0,0,0
266,26,0,0,0,0,0,1,0,0,0,0,2025-01-02 18:00:00,0,0,0
267,27,0,0,0,0,0,0,0,0,0,24,2025-01-02 18:00:00,0,0,0
268,28,0,0,0,0,0,0,0,0,0,11,2025-01-02 18:00:00,0,0,0
269,29,0,0,0,0,2,0,0,1,0,0,2025-01-02 18:00:00,0,0,0
270,30,0,0,0,0,0,1,0,0,0,0,2025-01-02 18:00:00,0,0,0
271,31,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
272,32,0,0,0,0,1,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
273,33,0,0,0,0,0,0,0,0,0,513,2025-01-02 18:00:00,0,0,0
274,34,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
275,35,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
276,36,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
277,37,0,0,0,0,0,0,0,0,0,77,2025-01-02 18:00:00,0,0,0
278,38,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
279,39,0,0,0,0,0,0,0,0,0,0,2025-01-02 18:00:00,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
281,1,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
282,2,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
283,3,1,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
284,4,0,0,0,1,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,532
285,5,3,1,0,0,0,1,0,0,0,0,2025-07-04 09:00:00,0,0,451
286,6,0,1,1,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
287,7,5,2,2,0,1,0,0,1,0,0,2025-07-04 09:00:00,0,0,0
288,8,8,4,0,0,0,1,0,0,0,0,2025-07-04 09:00:00,0,0,0
289,9,21,8,1,0,0,1,0,3,0,0,2025-07-04 09:00:00,0,0,0
290,10,35,8,0,0,0,0,0,3,0,345,2025-07-04 09:00:00,1,157,42
291,11,5,6,0,0,1,0,0,2,0,39,2025-07-04 09:00:00,0,321,85
292,12,7,7,1,0,1,1,0,0,0,124,2025-07-04 09:00:00,0,0,0
293,13,1,1,1,0,3,3,0,4,0,0,2025-07-04 09:00:00,0,143,25
294,14,0,0,0,0,1,1,0,0,0,0,2025-07-04 09:00:00,0,84,0
295,15,0,0,0,0,0,0,0,1,0,0,2025-07-04 09:00:00,0,0,0
296,16,1,2,0,0,1,2,0,0,0,0,2025-07-04 09:00:00,0,0,0
297,17,0,0,0,1,4,3,0,0,0,0,2025-07-04 09:00:00,0,0,0
298,18,1,0,1,0,2,7,0,1,0,0,2025-07-04 09:00:00,0,0,0
299,19,0,1,0,0,4,6,0,4,0,0,2025-07-04 09:00:00,0,0,0
300,20,0,0,0,0,4,4,0,1,0,0,2025-07-04 09:00:00,0,0,0
301,21,0,0,0,1,3,3,0,1,0,0,2025-07-04 09:00:00,0,0,0
302,22,0,0,0,0,1,4,0,0,0,0,2025-07-04 09:00:00,0,0,0
303,23,0,0,0,0,0,3,0,0,0,0,2025-07-04 09:00:00,0,0,0
304,24,0,0,0,0,1,1,0,0,0,0,2025-07-04 09:00:00,0,0,0
305,25,0,0,0,0,0,0,0,2,0,0,2025-07-04 09:00:00,0,0,0
306,26,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
307,27,0,0,1,0,0,0,0,0,0,26,2025-07-04 09:00:00,0,0,0
308,28,0,1,0,0,0,0,0,0,0,8,2025-07-04 09:00:00,0,0,0
309,29,0,0,0,0,1,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
310,30,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
311,31,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
312,32,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
313,33,0,0,0,0,0,2,0,0,0,514,2025-07-04 09:00:00,0,0,0
314,34,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
315,35,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
316,36,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
317,37,0,0,0,0,0,0,0,0,0,84,2025-07-04 09:00:00,0,0,0
318,38,0,0,1,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
319,39,0,0,0,0,0,0,0,0,0,0,2025-07-04 09:00:00,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
321,1,1,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
322,2,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
