Species,Year,Altitude,Population
B,2026,1511.8055555555557,28.666221527401778
B,2026,1563.1944444444443,16.239892979504123
B,2026,1614.583333333333,9.486811140943185
B,2026,1665.9722222222222,9.195116540774919
B,2026,1717.3611111111109,6.102411337557161
B,2026,1768.75,2.5025112222317216
B,2026,1820.1388888888887,1.1048412132661074
B,2026,1871.5277777777778,1.019390296473314
B,2026,1922.9166666666665,1.1167151435953526
B,2026,1974.3055555555557,1.0256358505827938
B,2027,175.69444444444446,1.9413225758804076
B,2027,227.08333333333331,7.142549523310914
B,2027,278.4722222222222,13.10500181633688
B,2027,329.8611111111111,18.441913091394774
B,2027,381.25,23.3021243667966
B,2027,432.6388888888889,28.05429954856554
B,2027,484.0277777777777,36.58349142742198
B,2027,535.4166666666666,45.16792598338967
B,2027,586.8055555555555,57.19979399873563
B,2027,638.1944444444445,59.61639205530803
B,2027,689.5833333333333,59.07661590079095
B,2027,740.9722222222222,60.081122728467555
B,2027,792.3611111111111,68.79587049433704
B,2027,843.75,58.10965332151995
B,2027,895.1388888888888,52.57380632077491
B,2027,946.5277777777777,76.4279168612844
B,2027,997.9166666666666,82.57893799718143
B,2027,1049.3055555555557,53.403067608736706
B,2027,1100.6944444444443,16.81669831531735
B,2027,1152.0833333333333,17.034986142461168
B,2027,1203.4722222222222,15.275334645413594
B,2027,1254.8611111111109,11.565113468426574
B,2027,1306.25,7.221429871701131
B,2027,1357.6388888888887,9.1662531909893
B,2027,1409.0277777777778,19.76897418502619
B,2027,1460.4166666666665,32.27369578676174
B,2027,1511.8055555555557,28.907722397243518
B,2027,1563.1944444444443,16.356570372624105
B,2027,1614.583333333333,9.482797350140324
B,2027,1665.9722222222222,9.188697324530946
B,2027,1717.3611111111109,6.097840498806808
B,2027,1768.75,2.5007920217793327
B,2027,1820.1388888888887,1.1044224069348696
B,2027,1871.5277777777778,1.019258913227094
B,2027,1922.9166666666665,1.1164726790814092
B,2027,1974.3055555555557,1.0251349343976872
B,2028,175.69444444444446,3.283500227573118
B,2028,227.08333333333331,10.676542931248814
B,2028,278.4722222222222,16.982112950000737
B,2028,329.8611111111111,20.472015456105527
B,2028,381.25,23.485141679190775
B,2028,432.6388888888889,27.632743186551036
B,2028,484.0277777777777,35.22921198601072
B,2028,535.4166666666666,44.30253203987798
B,2028,586.8055555555555,56.72034418415553
B,2028,638.1944444444445,59.23486674099276
B,2028,689.5833333333333,58.37024499910713
B,2028,740.9722222222222,60.0086893010873
B,2028,792.3611111111111,68.71588660069575
B,2028,843.75,58.405682204940916
B,2028,895.1388888888888,53.24226218534709
B,2028,946.5277777777777,76.97749397772152
B,2028,997.9166666666666,82.50930428952891
B,2028,1049.3055555555557,53.326799976571586
B,2028,1100.6944444444443,16.976301328440247
B,2028,1152.0833333333333,17.236595840839204
B,2028,1203.4722222222222,15.42750597790736
B,2028,1254.8611111111109,11.597692429114929
B,2028,1306.25,7.281975006731261
B,2028,1357.6388888888887,9.234570550528892
B,2028,1409.0277777777778,20.02746975482999
B,2028,1460.4166666666665,32.606553490577774
B,2028,1511.8055555555557,29.166886844129454
B,2028,1563.1944444444443,16.47052595577497
B,2028,1614.583333333333,9.478442153183273
B,2028,1665.9722222222222,9.181750154805455
B,2028,1717.3611111111109,6.092806176022556
B,2028,1768.75,2.499065452468816
B,2028,1820.1388888888887,1.1040033321146414
B,2028,1871.5277777777778,1.0191266686412972
B,2028,1922.9166666666665,1.1162289617641845
B,2028,1974.3055555555557,1.0246336937022689
B,2029,175.69444444444446,4.347500881802402
B,2029,227.08333333333331,13.210314616190525
B,2029,278.4722222222222,19.512843350178237
B,2029,329.8611111111111,22.219913384243252
B,2029,381.25,25.03203753741372
B,2029,432.6388888888889,28.234622571808533
B,2029,484.0277777777777,34.2418464820075
B,2029,535.4166666666666,42.787301682561086
B,2029,586.8055555555555,55.135331288649894
B,2029,638.1944444444445,58.178511670836464
B,2029,689.5833333333333,57.79337068374947
B,2029,740.9722222222222,60.03818043521118
B,2029,792.3611111111111,68.69077979775248
B,2029,843.75,58.5493638709663
B,2029,895.1388888888888,53.6765648527505
B,2029,946.5277777777777,77.23950292390379
B,2029,997.9166666666666,82.52622990695653
B,2029,1049.3055555555557,53.356167928725924
B,2029,1100.6944444444443,17.402909073198977
B,2029,1152.0833333333333,17.821273722074437
B,2029,1203.4722222222222,15.819498111525832
B,2029,1254.8611111111109,11.60774168746193
B,2029,1306.25,7.264558167517328
B,2029,1357.6388888888887,9.210534858061768
B,2029,1409.0277777777778,19.987006459466578
B,2029,1460.4166666666665,32.538425265392846
B,2029,1511.8055555555557,29.113142736538055
B,2029,1563.1944444444443,16.448536775233823
B,2029,1614.583333333333,9.475278497206705
B,2029,1665.9722222222222,9.176644238790077
B,2029,1717.3611111111109,6.089445874684182
B,2029,1768.75,2.497332012689972
B,2029,1820.1388888888887,1.1035839513605694
B,2029,1871.5277777777778,1.0189933381585305
B,2029,1922.9166666666665,1.1159836400801555
B,2029,1974.3055555555557,1.0241314455836519
B,2030,175.69444444444446,5.164774755092499
B,2030,227.08333333333331,15.145269805650418
B,2030,278.4722222222222,21.529963998528032
B,2030,329.8611111111111,23.1382430188487
B,2030,381.25,25.338128765334226
B,2030,432.6388888888889,27.485898888331192
B,2030,484.0277777777777,34.14661671937824
B,2030,535.4166666666666,43.008014674449825
B,2030,586.8055555555555,54.84825624215314
B,2030,638.1944444444445,57.186051219999015
B,2030,689.5833333333333,57.30296165418024
B,2030,740.9722222222222,60.07623802638881
B,2030,792.3611111111111,68.73546892336567
B,2030,843.75,58.90246596733343
B,2030,895.1388888888888,54.241120329352384
B,2030,946.5277777777777,77.59133479526706
B,2030,997.9166666666666,82.69975695172232
B,2030,1049.3055555555557,53.588733655440855
B,2030,1100.6944444444443,17.790392959517888
B,2030,1152.0833333333333,18.345643996042124
B,2030,1203.4722222222222,16.102680395123073
B,2030,1254.8611111111109,11.678033352174186
B,2030,1306.25,7.32098486508256
B,2030,1357.6388888888887,9.308290843713072
B,2030,1409.0277777777778,20.028314780808465
B,2030,1460.4166666666665,32.60157963324083
B,2030,1511.8055555555557,29.13299886072134
B,2030,1563.1944444444443,16.434505326011138
B,2030,1614.583333333333,9.467519621851652
B,2030,1665.9722222222222,9.164431766239856
B,2030,1717.3611111111109,6.079685797146294
B,2030,1768.75,2.4955959082007917
B,2030,1820.1388888888887,1.103168650036496
B,2030,1871.5277777777778,1.0188636671439868
B,2030,1922.9166666666665,1.1157421647060173
B,2030,1974.3055555555557,1.0236350364515843
B,2031,175.69444444444446,5.6579847746499174
B,2031,227.08333333333331,16.037155115073215
B,2031,278.4722222222222,21.82060443738038
B,2031,329.8611111111111,22.42958657579918
B,2031,381.25,24.65804704303673
B,2031,432.6388888888889,27.669246126979832
B,2031,484.0277777777777,35.10935469775776
B,2031,535.4166666666666,43.5304246787124
B,2031,586.8055555555555,54.59291150452965
B,2031,638.1944444444445,56.74175631365267
B,2031,689.5833333333333,57.151932755099196
B,2031,740.9722222222222,60.32165881100174
B,2031,792.3611111111111,68.87833417778586
B,2031,843.75,59.15087948809964
B,2031,895.1388888888888,54.64861293051133
B,2031,946.5277777777777,77.87869629388258
B,2031,997.9166666666666,82.85077842254042
B,2031,1049.3055555555557,53.62093994502724
B,2031,1100.6944444444443,17.863129543389928
B,2031,1152.0833333333333,18.444981650257624
B,2031,1203.4722222222222,16.142870408313073
B,2031,1254.8611111111109,11.729507946744908
B,2031,1306.25,7.4012145907507465
B,2031,1357.6388888888887,9.42578023192853
B,2031,1409.0277777777778,20.091286526443966
B,2031,1460.4166666666665,32.68480728055559
B,2031,1511.8055555555557,29.18312337119736
B,2031,1563.1944444444443,16.506771456537308
B,2031,1614.583333333333,9.48746540387756
B,2031,1665.9722222222222,9.195050545221576
B,2031,1717.3611111111109,6.10858502530929
B,2031,1768.75,2.493843481662073
B,2031,1820.1388888888887,1.1027419048712197
B,2031,1871.5277777777778,1.01872070566981
B,2031,1922.9166666666665,1.115485008181018
B,2031,1974.3055555555557,1.023119713148405
B,2032,175.69444444444446,5.755335677635688
B,2032,227.08333333333331,16.015004927237186
B,2032,278.4722222222222,21.505615397040785
B,2032,329.8611111111111,22.32120047213062
B,2032,381.25,25.111619855672643
B,2032,432.6388888888889,27.882824654170893
B,2032,484.0277777777777,35.207975577143074
B,2032,535.4166666666666,43.48213604860667
B,2032,586.8055555555555,53.90087345761787
B,2032,638.1944444444445,55.67494578650686
B,2032,689.5833333333333,56.87108856624724
B,2032,740.9722222222222,60.548079783586765
B,2032,792.3611111111111,68.93307091648272
B,2032,843.75,59.21181985342226
B,2032,895.1388888888888,54.90486007556981
B,2032,946.5277777777777,78.21469550504968
B,2032,997.9166666666666,82.95723203584967
B,2032,1049.3055555555557,53.80049115521061
B,2032,1100.6944444444443,18.151481046120164
B,2032,1152.0833333333333,18.64721610651844
B,2032,1203.4722222222222,16.18546238842321
B,2032,1254.8611111111109,11.785160399443312
B,2032,1306.25,7.4768474130167055
B,2032,1357.6388888888887,9.528658614862875
B,2032,1409.0277777777778,20.15806754965557
B,2032,1460.4166666666665,32.75077489930725
B,2032,1511.8055555555557,29.284245921983896
B,2032,1563.1944444444443,16.580301899239075
B,2032,1614.583333333333,9.507283726932608
B,2032,1665.9722222222222,9.22544364124737
B,2032,1717.3611111111109,6.137289146957164
B,2032,1768.75,2.4921283046401235
B,2032,1820.1388888888887,1.1023574215040044
B,2032,1871.5277777777778,1.0186239280301594
B,2032,1922.9166666666665,1.1152811382960302
B,2032,1974.3055555555557,1.0226735444269048
B,2033,175.69444444444446,5.728794683164218
B,2033,227.08333333333331,15.819307150603965
B,2033,278.4722222222222,21.19739460722643
B,2033,329.8611111111111,21.8115813924134
B,2033,381.25,24.677833832518814
B,2033,432.6388888888889,26.931299789311062
B,2033,484.0277777777777,35.311778380544744
B,2033,535.4166666666666,43.8404404780178
B,2033,586.8055555555555,53.60092790628468
B,2033,638.1944444444445,54.96083235053967
B,2033,689.5833333333333,57.27109771000264
B,2033,740.9722222222222,61.03452223952554
B,2033,792.3611111111111,69.11428685604712
B,2033,843.75,59.59790773126337
B,2033,895.1388888888888,55.58851851062962
B,2033,946.5277777777777,78.64983468693333
B,2033,997.9166666666666,82.93734907762345
B,2033,1049.3055555555557,53.970752739104526
B,2033,1100.6944444444443,18.417585486264155
B,2033,1152.0833333333333,18.845048455049294
B,2033,1203.4722222222222,16.205378866949143
B,2033,1254.8611111111109,11.82616438615475
B,2033,1306.25,7.548190958373506
B,2033,1357.6388888888887,9.680270715975285
B,2033,1409.0277777777778,20.15671305132039
B,2033,1460.4166666666665,32.74151724436889
B,2033,1511.8055555555557,29.299014598113754
B,2033,1563.1944444444443,16.560652585449493
B,2033,1614.583333333333,9.499170464417341
B,2033,1665.9722222222222,9.212720499458971
B,2033,1717.3611111111109,6.12707749546326
B,2033,1768.75,2.490260002563119
B,2033,1820.1388888888887,1.1018141209159507
B,2033,1871.5277777777778,1.0183507644001915
B,2033,1922.9166666666665,1.1148726162496394
B,2033,1974.3055555555557,1.0219669812288936
B,2034,175.69444444444446,5.619809556915534
B,2034,227.08333333333331,15.433531456147145
B,2034,278.4722222222222,20.447733140243997
B,2034,329.8611111111111,20.70673060924535
B,2034,381.25,23.590342456975716
B,2034,432.6388888888889,25.912497614507195
B,2034,484.0277777777777,34.566337897765905
B,2034,535.4166666666666,43.5000384146284
B,2034,586.8055555555555,53.73073430858337
B,2034,638.1944444444445,55.3918499887837
B,2034,689.5833333333333,57.95296225525057
B,2034,740.9722222222222,61.5424026931498
B,2034,792.3611111111111,69.41871343901371
B,2034,843.75,60.19103455702748
B,2034,895.1388888888888,56.47298038857443
B,2034,946.5277777777777,79.11230490215048
B,2034,997.9166666666666,82.94427355312837
B,2034,1049.3055555555557,53.9610619353175
B,2034,1100.6944444444443,18.522955385798173
B,2034,1152.0833333333333,18.8821046178944
B,2034,1203.4722222222222,16.302419073625607
B,2034,1254.8611111111109,11.929940589817992
B,2034,1306.25,7.674863314038131
B,2034,1357.6388888888887,9.802614329523132
B,2034,1409.0277777777778,20.327136609643144
B,2034,1460.4166666666665,32.941081766114415
B,2034,1511.8055555555557,29.453128189450346
B,2034,1563.1944444444443,16.5568683897769
B,2034,1614.583333333333,9.49610193975774
B,2034,1665.9722222222222,9.207551382006212
B,2034,1717.3611111111109,6.123765357417155
B,2034,1768.75,2.4889325348314624
B,2034,1820.1388888888887,1.101861087870441
B,2034,1871.5277777777778,1.0187306587697278
B,2034,1922.9166666666665,1.115220715389002
B,2034,1974.3055555555557,1.0222288951892156
B,2035,175.69444444444446,5.535476573856608
B,2035,227.08333333333331,14.815464059630795
B,2035,278.4722222222222,19.298378383939276
B,2035,329.8611111111111,19.358808133880014
B,2035,381.25,22.55681640750433
B,2035,432.6388888888889,25.741979894959805
B,2035,484.0277777777777,34.80696935203878
B,2035,535.4166666666666,44.13717347359486
B,2035,586.8055555555555,54.06380034227672
B,2035,638.1944444444445,55.4429896392991
B,2035,689.5833333333333,57.44412865040199
B,2035,740.9722222222222,61.52902558332918
B,2035,792.3611111111111,69.47217816512533
B,2035,843.75,60.54572044630008
B,2035,895.1388888888888,57.091815537860406
B,2035,946.5277777777777,79.41998647218641
B,2035,997.9166666666666,82.98411551283387
B,2035,1049.3055555555557,54.026604794409806
B,2035,1100.6944444444443,18.718482824118283
B,2035,1152.0833333333333,19.03276554288903
B,2035,1203.4722222222222,16.409909167547656
B,2035,1254.8611111111109,12.03405418182296
B,2035,1306.25,7.796997452839579
B,2035,1357.6388888888887,9.889601523105306
B,2035,1409.0277777777778,20.53851861556419
B,2035,1460.4166666666665,33.21824003194456
B,2035,1511.8055555555557,29.64287472160132
B,2035,1563.1944444444443,16.54719368871077
B,2035,1614.583333333333,9.489991662105265
B,2035,1665.9722222222222,9.19859423596933
B,2035,1717.3611111111109,6.11678383058941
B,2035,1768.75,2.4855535015833325
B,2035,1820.1388888888887,1.0997038700068174
B,2035,1871.5277777777778,1.016669320057203
B,2035,1922.9166666666665,1.1127392935285974
B,2035,1974.3055555555557,1.0188748406437151
B,2036,175.69444444444446,5.259847866784737
B,2036,227.08333333333331,14.003654633309424
B,2036,278.4722222222222,18.439248586250418
B,2036,329.8611111111111,19.046859364800767
B,2036,381.25,23.25396632882049
B,2036,432.6388888888889,27.675848128838293
B,2036,484.0277777777777,36.24077211187791
B,2036,535.4166666666666,44.414451053896485
B,2036,586.8055555555555,53.23309200161845
B,2036,638.1944444444445,54.72123036986608
B,2036,689.5833333333333,56.87584741018138
B,2036,740.9722222222222,61.749481172237545
B,2036,792.3611111111111,69.45360844442997
B,2036,843.75,60.74150420289135
B,2036,895.1388888888888,57.56817308853582
B,2036,946.5277777777777,79.69313188188896
B,2036,997.9166666666666,82.99914981104101
B,2036,1049.3055555555557,54.05982215401983
B,2036,1100.6944444444443,18.85736204372286
B,2036,1152.0833333333333,19.129227774842647
B,2036,1203.4722222222222,16.369462658544762
B,2036,1254.8611111111109,12.03335698576656
B,2036,1306.25,7.810345075496311
B,2036,1357.6388888888887,9.909550981289415
B,2036,1409.0277777777778,20.55213445766978
B,2036,1460.4166666666665,33.23882163138127
B,2036,1511.8055555555557,29.635826656938047
B,2036,1563.1944444444443,16.550647087710537
B,2036,1614.583333333333,9.49653845029984
B,2036,1665.9722222222222,9.202883972716716
B,2036,1717.3611111111109,6.123586722383713
B,2036,1768.75,2.4962960852862164
B,2036,1820.1388888888887,1.112774525552427
B,2036,1871.5277777777778,1.0314689132923913
B,2036,1922.9166666666665,1.1297984666131478
B,2036,1974.3055555555557,1.040501631176064
B,2037,175.69444444444446,4.986216835975721
B,2037,227.08333333333331,13.582112069052261
B,2037,278.4722222222222,18.287338310936185
B,2037,329.8611111111111,19.602171695943706
B,2037,381.25,24.014553124915874
B,2037,432.6388888888889,27.683090550007574
B,2037,484.0277777777777,35.47798599922992
B,2037,535.4166666666666,43.49223978902833
B,2037,586.8055555555555,51.851811927142116
B,2037,638.1944444444445,53.37976294256529
B,2037,689.5833333333333,56.82965402063913
B,2037,740.9722222222222,62.49191406359399
B,2037,792.3611111111111,69.83712593741055
B,2037,843.75,61.174297227248964
B,2037,895.1388888888888,58.23926859275692
B,2037,946.5277777777777,80.17053313403827
B,2037,997.9166666666666,83.00924473086226
B,2037,1049.3055555555557,54.08795723867916
B,2037,1100.6944444444443,19.171239374982672
B,2037,1152.0833333333333,19.435954821535862
B,2037,1203.4722222222222,16.563148858290074
B,2037,1254.8611111111109,12.068005508378429
B,2037,1306.25,7.8613319046728245
B,2037,1357.6388888888887,9.956906704555402
B,2037,1409.0277777777778,20.61558539061885
B,2037,1460.4166666666665,33.31541719630096
B,2037,1511.8055555555557,29.676300276832656
B,2037,1563.1944444444443,16.56827423114686
B,2037,1614.583333333333,9.517837738472254
B,2037,1665.9722222222222,9.222378147296425
B,2037,1717.3611111111109,6.146306744723949
B,2037,1768.75,2.52402993173221
B,2037,1820.1388888888887,1.1441649397942468
B,2037,1871.5277777777778,1.0665545943187524
B,2037,1922.9166666666665,1.1703730166777067
B,2037,1974.3055555555557,1.0922146443217433
B,2038,175.69444444444446,4.885865607047366
B,2038,227.08333333333331,13.364081601945406
B,2038,278.4722222222222,18.00542052751252
B,2038,329.8611111111111,19.295122100804864
B,2038,381.25,23.844622023161673
B,2038,432.6388888888889,28.10929961135747
B,2038,484.0277777777777,37.22862670035365
B,2038,535.4166666666666,44.09221088384521
B,2038,586.8055555555555,50.770283827909
B,2038,638.1944444444445,52.15373221203947
B,2038,689.5833333333333,57.30001329452403
B,2038,740.9722222222222,63.17854228412358
B,2038,792.3611111111111,70.24340224574331
B,2038,843.75,61.452487556926854
B,2038,895.1388888888888,58.62141910963397
B,2038,946.5277777777777,80.40565589329138
B,2038,997.9166666666666,82.9544062710869
B,2038,1049.3055555555557,54.035026838606015
B,2038,1100.6944444444443,19.3820279703375
B,2038,1152.0833333333333,19.717915828705447
B,2038,1203.4722222222222,16.724500075646834
B,2038,1254.8611111111109,12.075705014687909
B,2038,1306.25,7.877884287266399
B,2038,1357.6388888888887,9.983564127935022
B,2038,1409.0277777777778,20.65366779909184
B,2038,1460.4166666666665,33.379388321481514
B,2038,1511.8055555555557,29.700002639519298
B,2038,1563.1944444444443,16.571345349958698
B,2038,1614.583333333333,9.524140914150223
B,2038,1665.9722222222222,9.226366718587675
B,2038,1717.3611111111109,6.152834478488328
B,2038,1768.75,2.534598946383832
B,2038,1820.1388888888887,1.1570603105891735
B,2038,1871.5277777777778,1.081162744484406
B,2038,1922.9166666666665,1.1872222179942171
B,2038,1974.3055555555557,1.1136327229832137
B,2039,175.69444444444446,4.844266669313274
B,2039,227.08333333333331,13.334576809067569
B,2039,278.4722222222222,18.034352386730056
B,2039,329.8611111111111,19.580954013267643
B,2039,381.25,24.405171066533168
B,2039,432.6388888888889,29.574227769595254
B,2039,484.0277777777777,39.25774206269911
B,2039,535.4166666666666,45.52575008223407
B,2039,586.8055555555555,50.59146500449945
B,2039,638.1944444444445,51.692758468429474
B,2039,689.5833333333333,57.45577386252907
B,2039,740.9722222222222,63.74202856947032
B,2039,792.3611111111111,70.3299088747203
B,2039,843.75,61.46140702781966
B,2039,895.1388888888888,58.59317444463444
B,2039,946.5277777777777,80.46262559227084
B,2039,997.9166666666666,82.9472923644951
B,2039,1049.3055555555557,54.03900488431764
B,2039,1100.6944444444443,19.482055879590323
B,2039,1152.0833333333333,19.837417942668417
B,2039,1203.4722222222222,16.752477424832946
B,2039,1254.8611111111109,12.120818976474306
B,2039,1306.25,7.975235498762664
B,2039,1357.6388888888887,10.022534828492855
B,2039,1409.0277777777778,20.69824844681868
B,2039,1460.4166666666665,33.35547786806572
B,2039,1511.8055555555557,29.67772637121925
B,2039,1563.1944444444443,16.56297283744071
B,2039,1614.583333333333,9.518714881715978
B,2039,1665.9722222222222,9.218208390251325
B,2039,1717.3611111111109,6.14669099537443
B,2039,1768.75,2.5317828137660707
B,2039,1820.1388888888887,1.1555360346971475
B,2039,1871.5277777777778,1.0798044181215667
B,2039,1922.9166666666665,1.185568679723085
B,2039,1974.3055555555557,1.1114064128347796
B,2040,175.69444444444446,4.875848789348051
B,2040,227.08333333333331,13.46927362678318
B,2040,278.4722222222222,18.4451779670028
B,2040,329.8611111111111,20.179852103471887
B,2040,381.25,24.937618665600727
B,2040,432.6388888888889,29.51897729978703
B,2040,484.0277777777777,38.5356004085486
B,2040,535.4166666666666,45.604741935582574
B,2040,586.8055555555555,50.76448790664753
B,2040,638.1944444444445,51.519348003255224
B,2040,689.5833333333333,57.31136793080223
B,2040,740.9722222222222,64.2328307325708
B,2040,792.3611111111111,70.48355501725321
B,2040,843.75,61.916378884942134
B,2040,895.1388888888888,59.23074220167405
B,2040,946.5277777777777,80.92843439323612
B,2040,997.9166666666666,82.96368047303477
B,2040,1049.3055555555557,54.067746428284714
B,2040,1100.6944444444443,19.545749730210428
B,2040,1152.0833333333333,19.921517268190364
B,2040,1203.4722222222222,16.827613558463455
B,2040,1254.8611111111109,12.180401442097613
B,2040,1306.25,8.081861325467619
B,2040,1357.6388888888887,10.085646820360562
B,2040,1409.0277777777778,20.77442059440314
B,2040,1460.4166666666665,33.37840635406032
B,2040,1511.8055555555557,29.715567136928662
B,2040,1563.1944444444443,16.553992714987537
B,2040,1614.583333333333,9.512662238478963
B,2040,1665.9722222222222,9.209393383583341
B,2040,1717.3611111111109,6.139878320590384
B,2040,1768.75,2.528263039107001
B,2040,1820.1388888888887,1.1532608811100906
B,2040,1871.5277777777778,1.0776140396367488
B,2040,1922.9166666666665,1.1829503716779466
B,2040,1974.3055555555557,1.1079462750995916
B,2041,175.69444444444446,4.893019514789169
B,2041,227.08333333333331,13.574830821978336
B,2041,278.4722222222222,18.579902557757993
B,2041,329.8611111111111,20.421105794760606
B,2041,381.25,25.290931905362473
B,2041,432.6388888888889,29.0943336105713
B,2041,484.0277777777777,38.13312316528832
B,2041,535.4166666666666,45.34897505755246
B,2041,586.8055555555555,50.99413894194927
B,2041,638.1944444444445,51.542487155559975
B,2041,689.5833333333333,57.852418763772654
B,2041,740.9722222222222,64.44346347157214
B,2041,792.3611111111111,70.77897064509132
B,2041,843.75,62.3976594631856
B,2041,895.1388888888888,60.033963672130795
B,2041,946.5277777777777,81.44576571537479
B,2041,997.9166666666666,83.04192801036533
B,2041,1049.3055555555557,54.17527988186691
B,2041,1100.6944444444443,19.707265483888545
B,2041,1152.0833333333333,20.013821113586644
B,2041,1203.4722222222222,16.861061860096587
B,2041,1254.8611111111109,12.243246572769621
B,2041,1306.25,8.184845860328108
B,2041,1357.6388888888887,10.13537834241667
B,2041,1409.0277777777778,20.82710068812251
B,2041,1460.4166666666665,33.43890697515096
B,2041,1511.8055555555557,29.827450402304965
B,2041,1563.1944444444443,16.558913395551283
B,2041,1614.583333333333,9.5208469186241
B,2041,1665.9722222222222,9.215279037022079
B,2041,1717.3611111111109,6.148447079172975
B,2041,1768.75,2.541076092905355
B,2041,1820.1388888888887,1.1685971179154861
B,2041,1871.5277777777778,1.0949238161511499
B,2041,1922.9166666666665,1.202931489297151
B,2041,1974.3055555555557,1.1333771253724008
B,2042,175.69444444444446,4.9002179128924
B,2042,227.08333333333331,13.539300960358212
B,2042,278.4722222222222,18.37360076754406
B,2042,329.8611111111111,20.26121515532964
B,2042,381.25,25.314864800494927
B,2042,432.6388888888889,29.666249125195606
B,2042,484.0277777777777,38.90988698199574
B,2042,535.4166666666666,45.86298062663364
B,2042,586.8055555555555,51.09981357427135
B,2042,638.1944444444445,51.60631054319116
B,2042,689.5833333333333,57.83198511402527
B,2042,740.9722222222222,64.4254599767796
B,2042,792.3611111111111,70.68547529352263
B,2042,843.75,62.353384644269994
B,2042,895.1388888888888,60.16069187833152
B,2042,946.5277777777777,81.53783355800977
B,2042,997.9166666666666,83.07712225645211
B,2042,1049.3055555555557,54.23065117282577
B,2042,1100.6944444444443,19.893879565664463
B,2042,1152.0833333333333,20.161540787845215
B,2042,1203.4722222222222,16.91431057763158
B,2042,1254.8611111111109,12.298898924814457
B,2042,1306.25,8.2905096786827
B,2042,1357.6388888888887,10.1585673442981
B,2042,1409.0277777777778,20.898248120124848
B,2042,1460.4166666666665,33.53280975081897
B,2042,1511.8055555555557,29.90076906408552
B,2042,1563.1944444444443,16.563954904845048
B,2042,1614.583333333333,9.529226305377275
B,2042,1665.9722222222222,9.221402046525915
B,2042,1717.3611111111109,6.157258523315568
B,2042,1768.75,2.5540282691327296
B,2042,1820.1388888888887,1.184089819517156
B,2042,1871.5277777777778,1.1124080051921872
B,2042,1922.9166666666665,1.2231197677274923
B,2042,1974.3055555555557,1.1590977302348437
B,2043,175.69444444444446,4.867829944288939
B,2043,227.08333333333331,13.38550374268259
B,2043,278.4722222222222,18.237963336903803
B,2043,329.8611111111111,20.545847679977957
B,2043,381.25,26.52109232529413
B,2043,432.6388888888889,31.29838537174524
B,2043,484.0277777777777,39.01743674939017
B,2043,535.4166666666666,45.477867068883384
B,2043,586.8055555555555,50.88292693553204
B,2043,638.1944444444445,51.7771773067551
B,2043,689.5833333333333,57.512634970982994
B,2043,740.9722222222222,64.67415037808557
