Species,Year,Population
Su,2046,750.263246233228
Su,2047,756.6159071174337
Su,2048,762.1115206800366
Su,2049,767.7347369062247
Su,2050,771.7071723683438
Su,2051,775.3955315186184
Su,2052,778.7705592089674
Su,2053,781.7360405583211
Su,2054,784.3236469241208
Su,2055,786.6373407068119
Su,2056,788.5078361720354
Su,2057,790.0808237409161
Su,2058,792.3827934510621
Su,2059,793.6091915934342
Su,2060,794.8586715930123
Su,2061,795.8995068149306
Su,2062,796.8590233105502
Su,2063,797.7004833852094
Su,2064,798.3220942928931
Su,2065,799.618677295565
Su,2066,799.9972481285134
Su,2067,800.4863342551644
Su,2068,800.8535038653589
Su,2069,801.2405508253889
Su,2070,801.5270697086844
Su,2071,801.7730714440794
Su,2072,802.0281531997597
Su,2073,802.1432741431821
Su,2074,802.9928984338751
Su,2075,802.9594286534905
Su,2076,803.0875347141401
Su,2077,803.1590473093368
Su,2078,803.2575158695937
Su,2079,803.3291689040666
Su,2080,803.3119794276856
Su,2081,803.8525543736409
Su,2082,803.561507302678
Su,2083,803.6064273542969
Su,2084,803.6116910007379
Su,2085,803.657959709697
Su,2086,803.669634440554
Su,2087,803.7196383225221
Su,2088,803.6147570735643
Su,2089,803.1879842789417
Su,2090,803.7557532335604
Su,2091,803.659460084005
Su,2092,803.6984728372205
Su,2093,803.6890132241276
Su,2094,803.7240669006737
Su,2095,803.7380212960225
Su,2096,803.6695118396442
Su,2097,804.1569116490664
Su,2098,803.7930044772937
Su,2099,803.8813724866122
Su,2100,803.8561948051336
Su,2101,803.8681139486118
Su,2102,803.8716387640551
Su,2103,803.872290299458
Su,2104,803.8656033900513
Su,2105,803.7540685248222
Su,2106,804.4031975592587
Su,2107,804.215909143014
Su,2108,804.2279283944068
Su,2109,804.1239410953704
Su,2110,804.070206963816
Su,2111,804.0476630276187
Su,2112,803.9111978177684
Su,2113,804.5641383767799
Su,2114,804.3499017572516
Su,2115,804.3064686372417
Su,2116,804.2157266096468
Su,2117,804.1962528507499
Su,2118,804.1631880289225
Su,2119,804.1383999248151
Su,2120,804.0849368679399
Su,2121,803.9833919666204
Su,2122,804.4099058509262
Su,2123,804.0932350073454
Su,2125,803.9575743041393
