Species,Population,Year,Altitude
S,0.0,2025,1025.0
S,0.0,2025,1055.0
S,0.0,2025,1055.0
S,0.0,2025,1055.0
S,1.0,2025,1085.0
S,0.0,2025,1085.0
S,0.0,2025,1085.0
S,0.0,2025,1115.0
S,1.0,2025,1115.0
S,0.0,2025,1115.0
S,0.0,2025,1145.0
S,0.0,2025,1145.0
S,0.0,2025,1145.0
S,204.0,2025,1175.0
S,0.0,2025,1175.0
S,0.0,2025,1175.0
S,375.0,2025,1205.0
S,0.0,2025,1205.0
S,0.0,2025,1205.0
S,50.0,2025,1235.0
S,0.0,2025,1235.0
S,0.0,2025,1235.0
S,0.0,2025,1265.0
S,0.0,2025,1265.0
S,0.0,2025,1265.0
S,0.0,2025,1295.0
S,0.0,2025,1295.0
S,0.0,2025,1295.0
S,0.0,2025,1325.0
S,0.0,2025,1325.0
S,0.0,2025,1325.0
S,0.0,2025,1355.0
S,0.0,2025,1355.0
S,0.0,2025,1355.0
S,0.0,2025,1385.0
S,0.0,2025,1385.0
S,0.0,2025,1385.0
S,0.0,2050,215.0
S,0.0425717520109646,2050,215.0
S,0.0,2050,215.0
S,0.0,2050,245.0
S,0.2128585277813289,2050,245.0
S,0.0,2050,245.0
S,0.1277153358544873,2050,275.0
S,1.064290290228163,2050,275.0
S,0.0,2050,275.0
S,0.3831459133820862,2050,305.0
S,1.7880008631561182,2050,305.0
S,0.0,2050,305.0
S,1.44743952929807,2050,335.0
S,2.7245555603577265,2050,335.0
S,229.70912346934423,2050,335.0
S,1.1494365007326774,2050,365.0
S,1.617687981356311,2050,365.0
S,46.49815553377629,2050,365.0
S,0.2554300343490416,2050,395.0
S,0.2979897353983253,2050,395.0
S,0.0,2050,395.0
S,0.5108590730226862,2050,425.0
S,1.9581589985338324,2050,425.0
S,0.0,2050,425.0
S,6.282944309292822,2050,455.0
S,24.60352598846337,2050,455.0
S,0.0,2050,455.0
S,490.8709584911757,2050,485.0
S,18.08946787006247,2050,485.0
S,0.0,2050,485.0
S,997.4016906297894,2050,515.0
S,1519.2643682652058,2050,515.0
S,0.0,2050,515.0
S,633.6946115238449,2050,545.0
S,1650.430591751756,2050,545.0
S,0.0,2050,545.0
S,135.86347885253429,2050,575.0
S,592.8858303254391,2050,575.0
S,0.0,2050,575.0
S,359.74358116335543,2050,605.0
S,1355.357999269986,2050,605.0
S,0.0,2050,605.0
S,5.532509372357068,2050,635.0
S,1115.797503834522,2050,635.0
S,0.0,2050,635.0
S,5.853615020563596,2050,665.0
S,0.1273874403755942,2050,665.0
S,0.0,2050,665.0
S,0.5958634534340573,2050,695.0
S,0.0,2050,695.0
S,0.0,2050,695.0
S,0.0,2050,725.0
S,0.0,2050,725.0
S,4.167351077055536,2050,725.0
S,0.0851079640438416,2050,755.0
S,0.2537761422048797,2050,755.0
S,0.0,2050,755.0
S,193.61704204944544,2050,785.0
S,2.8296391464903707,2050,785.0
S,0.0,2050,785.0
S,184.33248221555803,2050,815.0
S,0.0,2050,815.0
S,0.0,2050,815.0
S,0.0,2050,845.0
S,0.0,2050,845.0
S,0.0,2050,845.0
S,0.0,2050,875.0
S,0.0,2050,875.0
S,0.0,2050,875.0
S,0.0,2050,905.0
S,0.0,2050,905.0
S,0.0,2050,905.0
S,483.36267681523054,2050,935.0
S,0.0,2050,935.0
S,0.0,2050,935.0
S,518.6925773438703,2050,965.0
S,0.0,2050,965.0
S,0.0,2050,965.0
S,0.0,2050,995.0
S,0.0,2050,995.0
S,0.0,2050,995.0
S,0.0,2050,1025.0
S,0.0,2050,1025.0
S,0.0,2050,1025.0
S,51.04228914715013,2050,1055.0
S,0.0,2050,1055.0
S,0.0,2050,1055.0
S,0.0425584958474289,2050,1085.0
S,0.0,2050,1085.0
S,0.0,2050,1085.0
S,0.0,2050,1115.0
S,0.0423999089299165,2050,1115.0
S,0.0,2050,1115.0
S,73.44433617768493,2050,1145.0
S,0.0,2050,1145.0
S,0.0,2050,1145.0
S,65.68553462101339,2050,1175.0
S,0.0,2050,1175.0
S,0.0,2050,1175.0
S,110.192752122567,2050,1205.0
S,0.0,2050,1205.0
S,0.0,2050,1205.0
S,2.1282730689037668,2050,1235.0
S,0.0,2050,1235.0
S,0.0,2050,1235.0
S,0.0,2050,1265.0
S,0.0,2050,1265.0
S,0.0,2050,1265.0
S,8.507540301469376,2050,1295.0
S,0.0,2050,1295.0
S,0.0,2050,1295.0
S,0.0,2050,1325.0
S,0.0,2050,1325.0
S,0.0,2050,1325.0
S,0.0,2050,1355.0
S,0.0,2050,1355.0
S,0.0,2050,1355.0
S,0.0,2050,1385.0
S,0.0,2050,1385.0
S,0.0,2050,1385.0
S,0.0,2075,215.0
S,0.0018123570216003,2075,215.0
S,0.0,2075,215.0
S,0.0,2075,245.0
S,0.0090617715212554,2075,245.0
S,0.0,2075,245.0
S,0.0054370757333766,2075,275.0
S,0.0453087202154308,2075,275.0
S,0.0,2075,275.0
S,0.0163112216893646,2075,305.0
S,0.0761182507262215,2075,305.0
S,0.0,2075,305.0
S,0.0616201364164066,2075,335.0
S,0.1159887098719723,2075,335.0
S,104.60197892167616,2075,335.0
S,0.0489335925190363,2075,365.0
S,0.0688673083759053,2075,365.0
S,23.614654908533183,2075,365.0
S,0.0108741141550482,2075,395.0
S,0.0126857658838126,2075,395.0
S,0.0,2075,395.0
S,0.0217481699938603,2075,425.0
S,0.0833601340650134,2075,425.0
S,0.0,2075,425.0
S,5.731150172146111,2075,455.0
S,1.0473698576806438,2075,455.0
S,0.0,2075,455.0
S,531.827206724378,2075,485.0
S,0.7700452794171815,2075,485.0
S,0.0,2075,485.0
S,1119.992086905131,2075,515.0
S,1341.688013524411,2075,515.0
S,0.0,2075,515.0
S,534.4801546809636,2075,545.0
S,1409.1488160611843,2075,545.0
S,0.0,2075,545.0
S,135.35414602338207,2075,575.0
S,377.3674814959764,2075,575.0
S,0.0,2075,575.0
S,439.6219032527441,2075,605.0
S,881.8804083033692,2075,605.0
S,0.0,2075,605.0
S,8.120142781135144,2075,635.0
S,715.3421644777944,2075,635.0
S,0.0,2075,635.0
S,5.993141862322481,2075,665.0
S,0.0054180539389852,2075,665.0
S,0.0,2075,665.0
S,0.0253647519495626,2075,695.0
S,0.0,2075,695.0
S,0.0,2075,695.0
S,0.0,2075,725.0
S,0.0,2075,725.0
S,1.9341625689798452,2075,725.0
S,0.0036225959324717,2075,755.0
S,0.010775669378367,2075,755.0
S,0.0,2075,755.0
S,196.6360642560867,2075,785.0
S,0.1200610762193775,2075,785.0
S,0.0,2075,785.0
S,190.1846149474117,2075,815.0
S,0.0,2075,815.0
S,0.0,2075,815.0
S,0.0,2075,845.0
S,0.0,2075,845.0
S,0.0,2075,845.0
S,0.0,2075,875.0
S,0.0,2075,875.0
S,0.0,2075,875.0
